"munA","munB","cdA","cdB","vias","vdm","od","ibge","z_vias","z_vdm","z_od","z_ibge","n_fontes","peso_final"
"Queluz","Lavrinhas","3541901","3526605",4,NA,NA,190,0.37643475369414,NA,NA,0.868357392476247,2,0.58346913571579
"Cruzeiro","Lavrinhas","3513405","3526605",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Guaíra","Miguelópolis","3517406","3529708",4,NA,NA,55,0.37643475369414,NA,NA,-0.301525438431651,2,0.474727794835871
"Ipuã","Miguelópolis","3521309","3529708",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Ituverava","Miguelópolis","3524105","3529708",5,NA,NA,155,0.730359543590107,NA,NA,0.675350244533721,2,0.598426531187328
"Cotia","Ibiúna","3513009","3519709",2,NA,NA,363,-0.615186065829541,NA,NA,1.48325770055782,2,0.548452728543294
"Juquitiba","Ibiúna","3526209","3519709",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Piedade","Ibiúna","3537800","3519709",6,NA,NA,352,1.02959868968757,NA,NA,1.45399845605775,2,0.698616835283262
"Miracatu","Ibiúna","3529906","3519709",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"São Roque","Ibiúna","3550605","3519709",2,NA,NA,294,-0.615186065829541,NA,NA,1.28285027087869,2,0.529824732602286
"Piratininga","Cabrália Paulista","3539400","3508306",1,NA,NA,74,-1.40227979035003,NA,NA,-0.0229702747854111,2,0.335287042097016
"Santa Cruz do Rio Pardo","Cabrália Paulista","3546405","3508306",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Piracicaba","São Pedro","3538709","3550407",3,NA,NA,469,-0.0567341809303825,NA,NA,1.72695481068065,2,0.623012979364718
"Águas de São Pedro","São Pedro","3500600","3550407",8,NA,NA,NA,1.5174532681106,NA,NA,NA,1,0.7498613879651
"Quintana","Tupã","3542008","3555000",1,NA,NA,228,-1.40227979035003,NA,NA,1.04137052503693,2,0.434218185172316
"Iacri","Tupã","3519204","3555000",6,NA,NA,204,1.02959868968757,NA,NA,0.935805440809996,2,0.650450470392755
"Herculândia","Tupã","3519006","3555000",8,NA,NA,222,1.5174532681106,NA,NA,1.01605459840611,2,0.703256067997492
"Queluz","Areias","3541901","3503505",2,NA,NA,43,-0.615186065829541,NA,NA,-0.531476005902026,2,0.3611819703372
"Bofete","Angatuba","3506904","3502200",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Guareí","Angatuba","3518503","3502200",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Paranapanema","Angatuba","3535804","3502200",2,NA,NA,26,-0.615186065829541,NA,NA,-0.997125526352097,2,0.317899556153434
"Igaraçu do Tietê","Barra Bonita","3520004","3505302",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Mineiros do Tietê","Barra Bonita","3529807","3505302",2,NA,NA,28,-0.615186065829541,NA,NA,-0.92898864969983,2,0.324232921457024
"João Ramalho","Quatá","3525607","3541703",5,NA,NA,106,0.730359543590107,NA,NA,0.315850854461363,2,0.565010838017745
"Borá","Quatá","3507209","3541703",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Paraguaçu Paulista","Quatá","3535507","3541703",9,NA,NA,120,1.72198036311379,NA,NA,0.433096144312464,2,0.668080636465968
"Tupã","Quatá","3555000","3541703",2,NA,NA,42,-0.615186065829541,NA,NA,-0.55339675426276,2,0.359144423065917
"Santa Branca","Paraibuna","3546009","3535606",2,NA,NA,14,-0.615186065829541,NA,NA,-1.55758631744739,2,0.265804375059935
"Mongaguá","Itanhaém","3531100","3522109",3,44949,NA,NA,-0.0567341809303825,1.83932928495557,NA,NA,2,0.633458257037395
"Marapoama","Elisiário","3528858","3514924",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Catanduva","Elisiário","3511102","3514924",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Salto","Elias Fausto","3545209","3514908",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Mogi das Cruzes","Biritiba Mirim","3530607","3506607",5,NA,5331.3037511994,1393,0.730359543590107,NA,-0.620197266575539,2.76361139124087,3,0.645844300443193
"Guararema","Biritiba Mirim","3518305","3506607",1,NA,96.3907121532,NA,-1.40227979035003,NA,-2.75675970693088,NA,2,0.0811796044281109
"Itu","Mairinque","3523909","3528403",9,NA,NA,NA,1.72198036311379,NA,NA,NA,1,0.787883230784456
"Alumínio","Mairinque","3501152","3528403",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"São Roque","Mairinque","3550605","3528403",7,NA,NA,NA,1.28881142848927,NA,NA,NA,1,0.707356583954292
"Fernandópolis","Pedranópolis","3515509","3536901",8,NA,NA,NA,1.5174532681106,NA,NA,NA,1,0.7498613879651
"Parisi","Pedranópolis","3536257","3536901",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Meridiano","Pedranópolis","3529609","3536901",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Aparecida","Guaratinguetá","3502507","3518404",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"Lorena","Guaratinguetá","3527207","3518404",10,NA,NA,721,1.90699762577524,NA,NA,2.13628968887376,2,0.843591012049488
"Pindamonhangaba","Guaratinguetá","3538006","3518404",2,NA,NA,378,-0.615186065829541,NA,NA,1.52176268568683,2,0.55203179099542
"Potim","Guaratinguetá","3540754","3518404",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Serra Azul","Serrana","3551405","3551504",2,NA,NA,42,-0.615186065829541,NA,NA,-0.55339675426276,2,0.359144423065917
"Cravinhos","Serrana","3513108","3551504",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Altinópolis","Serrana","3501004","3551504",1,NA,NA,3,-1.40227979035003,NA,NA,-2.81789446655226,2,0.0754970902822784
"Arapeí","São José do Barreiro","3503158","3549607",2,NA,NA,43,-0.615186065829541,NA,NA,-0.531476005902026,2,0.3611819703372
"Areias","São José do Barreiro","3503505","3549607",2,NA,NA,43,-0.615186065829541,NA,NA,-0.531476005902026,2,0.3611819703372
"Pontes Gestal","Américo de Campos","3540309","3501806",10,NA,NA,14,1.90699762577524,NA,NA,-1.55758631744739,2,0.500242926788849
"Apiaí","Itaoca","3502705","3522158",1,NA,NA,38,-1.40227979035003,NA,NA,-0.646496065902024,2,0.277329929805169
"Iepê","Nantes","3519907","3532157",3,NA,NA,40,-0.0567341809303825,NA,NA,-0.598810601851983,2,0.40683162953273
"Alfredo Marcondes","Santo Expedito","3500808","3548302",3,NA,NA,110,-0.0567341809303825,NA,NA,0.350845995262481,2,0.495102804232804
"Presidente Prudente","Santo Expedito","3541406","3548302",3,NA,NA,105,-0.0567341809303825,NA,NA,0.306897637896767,2,0.491017776926514
"Presidente Bernardes","Santo Expedito","3541208","3548302",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Itaporanga","Itaberá","3522802","3521705",3,NA,NA,35,-0.0567341809303825,NA,NA,-0.722817632794988,2,0.395305098441736
"Coronel Macedo","Itaberá","3512605","3521705",6,NA,NA,28,1.02959868968757,NA,NA,-0.92898864969983,2,0.477116693274564
"Itapeva","Itaberá","3522406","3521705",8,NA,NA,140,1.5174532681106,NA,NA,0.578954029679434,2,0.662627296733427
"Santo Antônio do Pinhal","Monteiro Lobato","3548203","3531704",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Caçapava","Monteiro Lobato","3508504","3531704",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Tremembé","Monteiro Lobato","3554805","3531704",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"São José dos Campos","Monteiro Lobato","3549904","3531704",5,NA,NA,108,0.730359543590107,NA,NA,0.333508962039707,2,0.566652170162077
"Joanópolis","Vargem","3525508","3556354",2,NA,NA,28,-0.615186065829541,NA,NA,-0.92898864969983,2,0.324232921457024
"Pedra Bela","Vargem","3536802","3556354",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Lindóia","Águas de Lindóia","3527009","3500501",2,NA,NA,463,-0.615186065829541,NA,NA,1.71470397117166,2,0.569965804163588
"São Luiz do Paraitinga","Cunha","3550001","3513603",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Guaratinguetá","Cunha","3518404","3513603",5,NA,NA,98,0.730359543590107,NA,NA,0.241754517419501,2,0.558123537143375
"Mirassol","Mirassolândia","3530300","3530409",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Nova Granada","Mirassolândia","3533007","3530409",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Ipiguá","Mirassolândia","3521150","3530409",3,NA,NA,111,-0.0567341809303825,NA,NA,0.359397716786221,2,0.49589769209743
"Bálsamo","Mirassolândia","3504800","3530409",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"São Paulo","Taboão da Serra","3550308","3552809",2,NA,193308.132601475,NA,-0.615186065829541,NA,1.29629319320397,NA,2,0.5310742606408
"Pongaí","Uru","3540101","3555901",7,NA,NA,18,1.28881142848927,NA,NA,-1.33218712166606,2,0.463733129315651
"Balbinos","Uru","3504701","3555901",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Apiaí","Barra do Chapéu","3502705","3505351",6,NA,NA,38,1.02959868968757,NA,NA,-0.646496065902024,2,0.503374555634136
"Itapirapuã Paulista","Barra do Chapéu","3522653","3505351",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Jundiaí","Jarinu","3525904","3525201",1,NA,NA,126,-1.40227979035003,NA,NA,0.479242757016283,2,0.381968057530933
"Itatiba","Jarinu","3523404","3525201",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Atibaia","Jarinu","3504107","3525201",9,NA,NA,94,1.72198036311379,NA,NA,0.20242892099592,2,0.646639973779242
"Campo Limpo Paulista","Jarinu","3509601","3525201",5,18564,NA,NA,0.730359543590107,0.702886977981528,NA,NA,2,0.600986087785183
"Auriflama","Palmeira d'Oeste","3504206","3535200",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Marinópolis","Palmeira d'Oeste","3529104","3535200",5,NA,NA,19,0.730359543590107,NA,NA,-1.28327842389028,2,0.416370771359664
"Santana da Ponte Pensa","Palmeira d'Oeste","3547205","3535200",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"São Francisco","Palmeira d'Oeste","3549003","3535200",3,NA,NA,40,-0.0567341809303825,NA,NA,-0.598810601851983,2,0.40683162953273
"Três Fronteiras","Palmeira d'Oeste","3554904","3535200",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Sud Mennucci","Palmeira d'Oeste","3552304","3535200",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Cafelândia","Lins","3508801","3527108",5,NA,NA,178,0.730359543590107,NA,NA,0.806486359590782,2,0.610615715105877
"Guaiçara","Lins","3517208","3527108",22,NA,NA,168,3.33883352914059,NA,NA,0.751671811426685,2,0.847979957092874
"Guaimbê","Lins","3517307","3527108",1,NA,NA,99,-1.40227979035003,NA,NA,0.251337618771698,2,0.360784132379295
"Getulina","Lins","3517000","3527108",3,NA,NA,231,-0.0567341809303825,NA,NA,1.05378081595379,2,0.56044103549297
"Piraju","Timburi","3538808","3554607",2,NA,NA,14,-0.615186065829541,NA,NA,-1.55758631744739,2,0.265804375059935
"Sarutaiá","Timburi","3551207","3554607",2,NA,NA,14,-0.615186065829541,NA,NA,-1.55758631744739,2,0.265804375059935
"Irapuru","Flora Rica","3521606","3515806",4,NA,NA,64,0.37643475369414,NA,NA,-0.159418440118681,2,0.487936729215206
"Flórida Paulista","Flora Rica","3516002","3515806",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Junqueirópolis","Flora Rica","3526001","3515806",1,NA,NA,64,-1.40227979035003,NA,NA,-0.159418440118681,2,0.322604099782673
"Santo Expedito","Flora Rica","3548302","3515806",2,NA,NA,64,-0.615186065829541,NA,NA,-0.159418440118681,2,0.395764953794101
"Maracaí","Assis","3528809","3504008",6,NA,NA,122,1.02959868968757,NA,NA,0.448727815026652,2,0.60517630041525
"Cândido Mota","Assis","3510005","3504008",7,NA,NA,426,1.28881142848927,NA,NA,1.63546672982524,2,0.739578411042011
"Echaporã","Assis","3514700","3504008",3,NA,NA,56,-0.0567341809303825,NA,NA,-0.284648704787423,2,0.436033174369205
"Paraguaçu Paulista","Assis","3535507","3504008",5,NA,NA,123,0.730359543590107,NA,NA,0.456448590477376,2,0.578079485522554
"Lutécia","Assis","3527900","3504008",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Coroados","Glicério","3512506","3517109",6,NA,NA,49,1.02959868968757,NA,NA,-0.409585536446174,2,0.525395537531621
"Penápolis","Glicério","3537305","3517109",4,NA,NA,49,0.37643475369414,NA,NA,-0.409585536446174,2,0.464683541135186
"Ribeirão Bonito","Brotas","3542909","3507902",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Dois Córregos","Brotas","3514106","3507902",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"São Pedro","Brotas","3550407","3507902",3,NA,NA,7,-0.0567341809303825,NA,NA,-2.15697131133439,2,0.261999616976369
"Piratininga","Duartina","3539400","3514502",3,NA,NA,74,-0.0567341809303825,NA,NA,-0.0229702747854111,2,0.460356348114466
"Avaí","Duartina","3504305","3514502",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"Lucianópolis","Duartina","3527504","3514502",2,NA,NA,52,-0.615186065829541,NA,NA,-0.354025517321105,2,0.377676104243851
"Gália","Duartina","3516606","3514502",3,NA,NA,49,-0.0567341809303825,NA,NA,-0.409585536446174,2,0.424420217720104
"Cabrália Paulista","Duartina","3508306","3514502",4,NA,NA,52,0.37643475369414,NA,NA,-0.354025517321105,2,0.469847879664956
"Santo Antônio do Pinhal","Campos do Jordão","3548203","3509700",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Pindamonhangaba","Campos do Jordão","3538006","3509700",1,23368,NA,70,-1.40227979035003,0.998646482766679,NA,-0.0752305069729479,3,0.438091133069843
"São Bento do Sapucaí","Campos do Jordão","3548609","3509700",4,NA,NA,68,0.37643475369414,NA,NA,-0.102475519288637,2,0.493229609323441
"Dois Córregos","Santa Maria da Serra","3514106","3547007",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Anhembi","Santa Maria da Serra","3502309","3547007",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"São Pedro","Santa Maria da Serra","3550407","3547007",2,NA,NA,35,-0.615186065829541,NA,NA,-0.722817632794988,2,0.343396646435713
"Itapura","Ilha Solteira","3523008","3520442",4,NA,NA,91,0.37643475369414,NA,NA,0.171832374268472,2,0.518726699605719
"Pereira Barreto","Ilha Solteira","3537404","3520442",6,NA,NA,298,1.02959868968757,NA,NA,1.29569235804007,2,0.683902184454041
"Rubinéia","Ilha Solteira","3544509","3520442",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Suzanápolis","Ilha Solteira","3552551","3520442",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"Jaguariúna","Paulínia","3524709","3536505",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Nova Odessa","Paulínia","3533403","3536505",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Sumaré","Paulínia","3552403","3536505",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Garça","Álvaro de Carvalho","3516705","3501400",2,NA,NA,56,-0.615186065829541,NA,NA,-0.284648704787423,2,0.384124722363182
"Marília","Álvaro de Carvalho","3529005","3501400",1,NA,NA,28,-1.40227979035003,NA,NA,-0.92898864969983,2,0.251072067445597
"Júlio Mesquita","Álvaro de Carvalho","3525805","3501400",5,NA,NA,41,0.730359543590107,NA,NA,-0.57583333198876,2,0.482128235149937
"Iguape","Ilha Comprida","3520301","3520426",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Lucélia","Adamantina","3527405","3500105",12,NA,NA,269,2.23128501589715,NA,NA,1.19841367152775,2,0.786557565357021
"Valparaíso","Adamantina","3556305","3500105",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Flórida Paulista","Adamantina","3516002","3500105",6,NA,NA,161,1.02959868968757,NA,NA,0.711336045744411,2,0.629585899718619
"Guareí","Torre de Pedra","3518503","3554656",2,NA,NA,11,-0.615186065829541,NA,NA,-1.77035604967362,2,0.246027295364709
"Franca","Cristais Paulista","3516200","3513207",6,NA,NA,NA,1.02959868968757,NA,NA,NA,1,0.659168611542426
"Ribeirão Corrente","Cristais Paulista","3543105","3513207",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Jeriquara","Cristais Paulista","3525409","3513207",3,NA,NA,56,-0.0567341809303825,NA,NA,-0.284648704787423,2,0.436033174369205
"Itaporanga","Riversul","3522802","3543501",6,NA,NA,24,1.02959868968757,NA,NA,-1.07050869166405,2,0.463962316854979
"Itaberá","Riversul","3521705","3543501",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Martinópolis","Rancharia","3529203","3542206",10,NA,NA,113,1.90699762577524,NA,NA,0.376274450430449,2,0.679996494768737
"Maracaí","Rancharia","3528809","3542206",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"João Ramalho","Rancharia","3525607","3542206",5,NA,NA,106,0.730359543590107,NA,NA,0.315850854461363,2,0.565010838017745
"Iepê","Rancharia","3519907","3542206",5,NA,NA,42,0.730359543590107,NA,NA,-0.55339675426276,2,0.484213729083367
"Paraguaçu Paulista","Rancharia","3535507","3542206",8,NA,NA,120,1.5174532681106,NA,NA,0.433096144312464,2,0.64906971505629
"Parapuã","Rancharia","3536000","3542206",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Piedade","Salto de Pirapora","3537800","3545308",7,NA,NA,NA,1.28881142848927,NA,NA,NA,1,0.707356583954292
"Sarapuí","Salto de Pirapora","3551108","3545308",1,NA,NA,25,-1.40227979035003,NA,NA,-1.03311132756279,2,0.241393799410806
"Votorantim","Salto de Pirapora","3557006","3545308",2,NA,NA,14,-0.615186065829541,NA,NA,-1.55758631744739,2,0.265804375059935
"Sorocaba","Salto de Pirapora","3552205","3545308",4,NA,NA,443,0.37643475369414,NA,NA,1.67269230569823,2,0.658232569001168
"Urânia","Jales","3555802","3524808",5,NA,NA,95,0.730359543590107,NA,NA,0.212413415979993,2,0.555396263412082
"Dolcinópolis","Jales","3514205","3524808",2,NA,NA,24,-0.615186065829541,NA,NA,-1.07050869166405,2,0.31107854503744
"Vitória Brasil","Jales","3556958","3524808",5,NA,NA,24,0.730359543590107,NA,NA,-1.07050869166405,2,0.43614785105489
"São Francisco","Jales","3549003","3524808",3,NA,NA,42,-0.0567341809303825,NA,NA,-0.55339675426276,2,0.41105287507194
"Estrela d'Oeste","Jales","3515202","3524808",3,NA,NA,131,-0.0567341809303825,NA,NA,0.51606241097661,2,0.510459773414227
"Dracena","Ouro Verde","3514403","3534807",5,NA,NA,26,0.730359543590107,NA,NA,-0.997125526352097,2,0.442968862170884
"Panorama","Ouro Verde","3535408","3534807",3,NA,NA,21,-0.0567341809303825,NA,NA,-1.1923991611199,2,0.351657201666582
"Atibaia","Francisco Morato","3504107","3516309",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Campo Limpo Paulista","Francisco Morato","3509601","3516309",1,NA,NA,88,-1.40227979035003,NA,NA,0.140221394556165,2,0.350455809836657
"Saltinho","Rio das Pedras","3545159","3544004",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"Tietê","Rio das Pedras","3554508","3544004",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Piracicaba","Rio das Pedras","3538709","3544004",7,NA,NA,490,1.28881142848927,NA,NA,1.76863412365697,2,0.751956403593204
"Mombuca","Rio das Pedras","3530904","3544004",4,NA,NA,58,0.37643475369414,NA,NA,-0.25176577178329,2,0.479352986974883
"Santa Bárbara d'Oeste","Rio das Pedras","3545803","3544004",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Itu","Cabreúva","3523909","3508405",5,NA,NA,144,0.730359543590107,NA,NA,0.605627392962149,2,0.591945748522982
"Pirapora do Bom Jesus","Cabreúva","3539103","3508405",2,NA,NA,56,-0.615186065829541,NA,NA,-0.284648704787423,2,0.384124722363182
"José Bonifácio","Planalto","3525706","3539608",3,NA,NA,66,-0.0567341809303825,NA,NA,-0.130521969397625,2,0.450359350828025
"Nipoã","Planalto","3532702","3539608",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Zacarias","Planalto","3557154","3539608",2,NA,NA,66,-0.615186065829541,NA,NA,-0.130521969397625,2,0.398450898822003
"Lucélia","Mariápolis","3527405","3528908",6,NA,NA,NA,1.02959868968757,NA,NA,NA,1,0.659168611542426
"Pracinha","Mariápolis","3540853","3528908",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Presidente Prudente","Mariápolis","3541406","3528908",3,NA,NA,38,-0.0567341809303825,NA,NA,-0.646496065902024,2,0.402399235822619
"Flórida Paulista","Mariápolis","3516002","3528908",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Adamantina","Mariápolis","3500105","3528908",5,NA,NA,64,0.730359543590107,NA,NA,-0.159418440118681,2,0.520834259811551
"Marabá Paulista","Piquerobi","3528700","3538303",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Santo Anastácio","Piquerobi","3547700","3538303",6,NA,NA,78,1.02959868968757,NA,NA,0.0265738848988866,2,0.565936828557889
"Itu","Araçariguama","3523909","3502754",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"São Roque","Araçariguama","3550605","3502754",8,NA,NA,496,1.5174532681106,NA,NA,1.78021536592979,2,0.774285289311789
"Santana de Parnaíba","Araçariguama","3547304","3502754",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Pirapora do Bom Jesus","Araçariguama","3539103","3502754",2,NA,NA,54,-0.615186065829541,NA,NA,-0.318706273675791,2,0.380959050032426
"Cabreúva","Araçariguama","3508405","3502754",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Piracicaba","Charqueada","3538709","3511706",3,NA,NA,147,-0.0567341809303825,NA,NA,0.62515388881959,2,0.520599894515082
"Ipeúna","Charqueada","3521101","3511706",4,NA,NA,28,0.37643475369414,NA,NA,-0.92898864969983,2,0.416404696878129
"São Pedro","Charqueada","3550407","3511706",6,NA,NA,14,1.02959868968757,NA,NA,-1.55758631744739,2,0.418688146877475
"Casa Branca","Tambaú","3510807","3553302",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Santa Rita do Passa Quatro","Tambaú","3547502","3553302",6,NA,NA,42,1.02959868968757,NA,NA,-0.55339675426276,2,0.512028194883457
"Santa Rosa de Viterbo","Tambaú","3547601","3553302",4,NA,NA,41,0.37643475369414,NA,NA,-0.57583333198876,2,0.449230704553592
"Cruzeiro","Silveiras","3513405","3552007",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Cachoeira Paulista","Silveiras","3508603","3552007",4,NA,NA,42,0.37643475369414,NA,NA,-0.55339675426276,2,0.451316198487022
"Lavrinhas","Silveiras","3526605","3552007",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Areias","Silveiras","3503505","3552007",2,NA,NA,42,-0.615186065829541,NA,NA,-0.55339675426276,2,0.359144423065917
"Cunha","Silveiras","3513603","3552007",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Piratininga","Paulistânia","3539400","3536570",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Santa Cruz do Rio Pardo","Paulistânia","3546405","3536570",1,NA,NA,54,-1.40227979035003,NA,NA,-0.318706273675791,2,0.307798196020999
"Agudos","Paulistânia","3500709","3536570",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Cabrália Paulista","Paulistânia","3508306","3536570",8,NA,NA,NA,1.5174532681106,NA,NA,NA,1,0.7498613879651
"Dracena","Tupi Paulista","3514403","3555109",7,NA,NA,232,1.28881142848927,NA,NA,1.05788194295758,2,0.685891543830626
"Monte Castelo","Tupi Paulista","3531605","3555109",5,NA,NA,45,0.730359543590107,NA,NA,-0.489090780949401,2,0.490191009525423
"Nova Guataporanga","Tupi Paulista","3533106","3555109",3,NA,NA,38,-0.0567341809303825,NA,NA,-0.646496065902024,2,0.402399235822619
"Junqueirópolis","Tupi Paulista","3526001","3555109",1,NA,NA,43,-1.40227979035003,NA,NA,-0.531476005902026,2,0.288021116325773
"Rafard","Capivari","3542107","3510401",7,NA,NA,NA,1.28881142848927,NA,NA,NA,1,0.707356583954292
"Mombuca","Capivari","3530904","3510401",11,NA,NA,80,2.07590515300976,NA,NA,0.0504128905265393,2,0.665407519259338
"Santa Bárbara d'Oeste","Capivari","3545803","3510401",5,NA,NA,49,0.730359543590107,NA,NA,-0.409585536446174,2,0.497581071731531
"Porto Feliz","Capivari","3540606","3510401",1,NA,NA,42,-1.40227979035003,NA,NA,-0.55339675426276,2,0.28598356905449
"Elias Fausto","Capivari","3514908","3510401",6,NA,NA,95,1.02959868968757,NA,NA,0.212413415979993,2,0.583210729212172
"Rio das Pedras","Capivari","3544004","3510401",1,NA,NA,82,-1.40227979035003,NA,NA,0.0736703986161562,2,0.34426985313722
"Cotia","Embu das Artes","3513009","3515004",2,NA,13232.3499161712,NA,-0.615186065829541,NA,-0.135027100574628,NA,2,0.398032144061197
"Taboão da Serra","Embu das Artes","3552809","3515004",3,NA,51357.5262214713,NA,-0.0567341809303825,NA,0.588807977119657,NA,2,0.517221519288662
"Iacri","Bastos","3519204","3505807",5,NA,NA,90,0.730359543590107,NA,NA,0.161411390122076,2,0.550655593207462
"Parapuã","Bastos","3536000","3505807",2,NA,NA,90,-0.615186065829541,NA,NA,0.161411390122076,2,0.425586287190012
"Rancharia","Bastos","3542206","3505807",2,NA,NA,35,-0.615186065829541,NA,NA,-0.722817632794988,2,0.343396646435713
"Atibaia","Bom Jesus dos Perdões","3504107","3507100",2,NA,NA,345,-0.615186065829541,NA,NA,1.43490032431139,2,0.543957880174256
"Nazaré Paulista","Bom Jesus dos Perdões","3532405","3507100",5,NA,NA,2,0.730359543590107,NA,NA,-3.09220236010937,2,0.248230160028877
"Piracaia","Bom Jesus dos Perdões","3538600","3507100",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Bofete","Porangaba","3506904","3540507",7,NA,NA,76,1.28881142848927,NA,NA,0.00212355656496556,2,0.58775814145181
"Quadra","Porangaba","3541653","3540507",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
