"munA","munB","cdA","cdB","vias","vdm","od","ibge","z_vias","z_vdm","z_od","z_ibge","n_fontes","peso_final"
"Salmourão","Osvaldo Cruz","3545100","3534609",4,NA,NA,76,0.37643475369414,NA,NA,0.00212355656496556,2,0.502952158849442
"Salmourão","Lucélia","3545100","3527405",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Marabá Paulista","Santo Anastácio","3528700","3547700",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Buritizal","Aramina","3508207","3503000",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"Pindorama","Palmares Paulista","3538105","3535101",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Itaporanga","Coronel Macedo","3522802","3512605",9,NA,NA,97,1.72198036311379,NA,NA,0.23207412403534,2,0.649395513944458
"Taiaçu","Bebedouro","3553104","3506102",1,NA,NA,25,-1.40227979035003,NA,NA,-1.03311132756279,2,0.241393799410806
"Osvaldo Cruz","Sagres","3534609","3544707",3,NA,NA,24,-0.0567341809303825,NA,NA,-1.07050869166405,2,0.362986997043462
"Alfredo Marcondes","Álvares Machado","3500808","3501301",2,NA,NA,6,-0.615186065829541,NA,NA,-2.28429490408527,2,0.198256357384843
"Paranapuã","Urânia","3535903","3555802",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Juquiá","Iguape","3526100","3520301",2,NA,NA,14,-0.615186065829541,NA,NA,-1.55758631744739,2,0.265804375059935
"Jardinópolis","Ribeirão Preto","3525102","3543402",7,NA,NA,NA,1.28881142848927,NA,NA,NA,1,0.707356583954292
"Cerquilho","Tietê","3511508","3554508",8,NA,NA,NA,1.5174532681106,NA,NA,NA,1,0.7498613879651
"Saltinho","Tietê","3545159","3554508",2,NA,NA,57,-0.615186065829541,NA,NA,-0.268065494481958,2,0.385666142133665
"Tietê","Rafard","3554508","3542107",6,NA,NA,42,1.02959868968757,NA,NA,-0.55339675426276,2,0.512028194883457
"Nova Aliança","Potirendaba","3532801","3540804",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Tabatinga","Nova Europa","3552700","3532900",8,NA,NA,93,1.5174532681106,NA,NA,0.19233876801867,2,0.626691166339064
"Divinolândia","Caconde","3513900","3508702",6,NA,NA,42,1.02959868968757,NA,NA,-0.55339675426276,2,0.512028194883457
"Bebedouro","Pitangueiras","3506102","3539509",7,NA,NA,159,1.28881142848927,NA,NA,0.699491041763336,2,0.65257888539561
"Lucélia","Pracinha","3527405","3540853",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Martinópolis","Pracinha","3529203","3540853",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Sagres","Pracinha","3544707","3540853",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Taiaçu","Taiúva","3553104","3553203",2,NA,NA,87,-0.615186065829541,NA,NA,0.129447149315847,2,0.422615191013841
"Divinolândia","São Sebastião da Grama","3513900","3550803",4,NA,NA,42,0.37643475369414,NA,NA,-0.55339675426276,2,0.451316198487022
"Serra Azul","Cravinhos","3551405","3513108",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Ribeirão Preto","Cravinhos","3543402","3513108",18,NA,NA,656,2.96795481507726,NA,NA,2.04633443446932,2,0.933846249247743
"Nova Canaã Paulista","Aparecida d'Oeste","3532843","3502606",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Urânia","Aspásia","3555802","3503950",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Iaras","Borebi","3519253","3507456",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Jundiaí","Cajamar","3525904","3509205",5,NA,NA,378,0.730359543590107,NA,NA,1.52176268568683,2,0.67710109701287
"São Paulo","Cajamar","3550308","3509205",4,NA,30039.4710259449,1978,0.37643475369414,NA,0.302557069591397,3.09773517787832,3,0.70179768516307
"Santa Cruz do Rio Pardo","Ourinhos","3546405","3534708",4,NA,NA,358,0.37643475369414,NA,NA,1.4700692391509,2,0.639398628227408
"São José da Bela Vista","Franca","3549508","3516200",3,NA,NA,140,-0.0567341809303825,NA,NA,0.578954029679434,2,0.516305588710573
"Ribeirão Pires","Santo André","3543303","3547809",4,NA,23997.4931920819,NA,0.37643475369414,NA,0.182697547610772,NA,2,0.519736624263916
"São Paulo","Santo André","3550308","3547809",1,NA,247504.176626434,NA,-1.40227979035003,NA,1.4282085685127,NA,2,0.470175023275731
"Jacupiranga","Cajati","3524600","3509254",7,NA,NA,461,1.28881142848927,NA,NA,1.71058512866147,2,0.746560713199455
"Cerquilho","Cesário Lange","3511508","3511607",1,NA,NA,28,-1.40227979035003,NA,NA,-0.92898864969983,2,0.251072067445597
"Quadra","Cesário Lange","3541653","3511607",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"São Paulo","São Bernardo do Campo","3550308","3548708",5,NA,204125.89019707,NA,0.730359543590107,NA,1.32535737833001,NA,2,0.658845100844998
"Santo André","São Bernardo do Campo","3547809","3548708",6,NA,152365.673310028,NA,1.02959868968757,NA,1.16925653249306,NA,2,0.672149895385424
"São Paulo","Guarulhos","3550308","3518800",11,NA,438035.565538609,NA,2.07590515300976,NA,1.73292000315305,NA,2,0.821797607765058
"Arujá","Guarulhos","3503901","3518800",4,NA,18400.0827160229,NA,0.37643475369414,NA,0.0409391698273881,NA,2,0.506560094380864
"Marabá Paulista","Presidente Epitácio","3528700","3541307",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Quintana","Pompéia","3542008","3540002",3,NA,NA,238,-0.0567341809303825,NA,NA,1.08212504269879,2,0.563075649097876
"Jundiaí","Itatiba","3525904","3523404",3,NA,NA,455,-0.0567341809303825,NA,NA,1.69812076086619,2,0.620332836399128
"Morungaba","Itatiba","3532009","3523404",6,NA,NA,165,1.02959868968757,NA,NA,0.734593553834029,2,0.631747699642828
"Valinhos","Itatiba","3556206","3523404",4,NA,NA,81,0.37643475369414,NA,NA,0.0621125533658892,2,0.508528173624453
"Osvaldo Cruz","Inúbia Paulista","3534609","3520806",4,NA,NA,126,0.37643475369414,NA,NA,0.479242757016283,2,0.547300686963465
"Lucélia","Inúbia Paulista","3527405","3520806",4,NA,NA,150,0.37643475369414,NA,NA,0.644288522070728,2,0.562641794059331
"Sagres","Inúbia Paulista","3544707","3520806",2,NA,NA,48,-0.615186065829541,NA,NA,-0.428849031182533,2,0.370721211829262
"Promissão","Avanhandava","3541604","3504404",6,NA,NA,108,1.02959868968757,NA,NA,0.333508962039707,2,0.594466635962167
"Santa Cruz do Rio Pardo","Lucianópolis","3546405","3527504",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Ribeirão Preto","Guatapará","3543402","3518859",2,NA,NA,61,-0.615186065829541,NA,NA,-0.204474564740497,2,0.391576958828462
"Tabatinga","Matão","3552700","3529302",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Barrinha","Jaboticabal","3505609","3524303",4,NA,NA,333,0.37643475369414,NA,NA,1.40124351640757,2,0.63300123424879
"Pitangueiras","Jaboticabal","3539509","3524303",3,NA,NA,28,-0.0567341809303825,NA,NA,-0.92898864969983,2,0.376141373463047
"Taiúva","Jaboticabal","3553203","3524303",6,NA,NA,59,1.02959868968757,NA,NA,-0.235740007011645,2,0.541554588230757
"Ribeirão Bonito","Ibaté","3542909","3519303",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Santa Rita d'Oeste","Santa Clara d'Oeste","3547403","3546108",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Santa Ernestina","Taquaritinga","3546504","3553708",3,NA,NA,114,-0.0567341809303825,NA,NA,0.384602106494706,2,0.498240455885863
"Matão","Taquaritinga","3529302","3553708",5,NA,NA,128,0.730359543590107,NA,NA,0.494141662615876,2,0.581583080154371
"Jaboticabal","Taquaritinga","3524303","3553708",6,NA,NA,330,1.02959868968757,NA,NA,1.39264035526153,2,0.692913561435531
"Altair","Nova Granada","3500907","3533007",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Bofete","Conchas","3506904","3512308",3,NA,NA,7,-0.0567341809303825,NA,NA,-2.15697131133439,2,0.261999616976369
"Corumbataí","Rio Claro","3512704","3543907",13,NA,NA,56,2.37514429910722,NA,NA,-0.284648704787423,2,0.662077800198172
"Santa Cruz do Rio Pardo","Chavantes","3546405","3557204",2,NA,NA,196,-0.615186065829541,NA,NA,0.897849760761229,2,0.49403869437388
"Lucélia","Bento de Abreu","3527405","3506201",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Valparaíso","Bento de Abreu","3556305","3506201",11,NA,NA,42,2.07590515300976,NA,NA,-0.55339675426276,2,0.609283035100817
"Jacupiranga","Registro","3524600","3542602",5,NA,NA,494,0.730359543590107,NA,NA,1.77637056008148,2,0.700767058191884
"Juquiá","Registro","3526100","3542602",5,NA,NA,536,0.730359543590107,NA,NA,1.85402477646942,2,0.70798506617688
"Iguape","Registro","3520301","3542602",1,NA,NA,233,-1.40227979035003,NA,NA,1.06196550619448,2,0.436132501552814
"Urânia","Santa Albertina","3555802","3545704",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Aspásia","Santa Albertina","3503950","3545704",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Santa Rita d'Oeste","Santa Albertina","3547403","3545704",3,NA,NA,14,-0.0567341809303825,NA,NA,-1.55758631744739,2,0.317712827065958
"Bento de Abreu","Rubiácea","3506201","3544400",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Santa Cruz do Rio Pardo","Águas de Santa Bárbara","3546405","3500550",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Iaras","Águas de Santa Bárbara","3519253","3500550",7,NA,NA,56,1.28881142848927,NA,NA,-0.284648704787423,2,0.561102480386655
"Ouroeste","Guarani d'Oeste","3534757","3518008",2,NA,NA,14,-0.615186065829541,NA,NA,-1.55758631744739,2,0.265804375059935
"Capela do Alto","Sarapuí","3510302","3551108",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Saltinho","Piracicaba","3545159","3538709",4,NA,NA,114,0.37643475369414,NA,NA,0.384602106494706,2,0.538503779300945
"Conchas","Piracicaba","3512308","3538709",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Rio Claro","Piracicaba","3543907","3538709",1,NA,NA,265,-1.40227979035003,NA,NA,1.18418190645455,2,0.447492592401811
"Taiaçu","Monte Alto","3553104","3531308",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Taiúva","Monte Alto","3553203","3531308",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Jaboticabal","Monte Alto","3524303","3531308",4,NA,NA,147,0.37643475369414,NA,NA,0.62515388881959,2,0.560863217930164
"Taquaritinga","Monte Alto","3553708","3531308",2,NA,NA,91,-0.615186065829541,NA,NA,0.171832374268472,2,0.426554924184614
"Guaíra","Ipuã","3517406","3521309",4,NA,NA,28,0.37643475369414,NA,NA,-0.92898864969983,2,0.416404696878129
"São João das Duas Pontes","São João de Iracema","3549201","3549250",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Nova Odessa","Sumaré","3533403","3552403",14,NA,NA,555,2.50907408763428,NA,NA,1.88717852904227,2,0.876399357648315
"Nova Campina","Apiaí","3532827","3502705",4,NA,NA,38,0.37643475369414,NA,NA,-0.646496065902024,2,0.442662559237701
"Lucianópolis","Ubirajara","3527504","3555505",3,NA,NA,52,-0.0567341809303825,NA,NA,-0.354025517321105,2,0.429584556249874
"Macatuba","Igaraçu do Tietê","3528007","3520004",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Barrinha","Pradópolis","3505609","3540903",6,NA,NA,26,1.02959868968757,NA,NA,-0.997125526352097,2,0.470783327970974
"Guatapará","Pradópolis","3518859","3540903",7,NA,NA,26,1.28881142848927,NA,NA,-0.997125526352097,2,0.494877314176907
"Bofete","Botucatu","3506904","3507506",1,NA,NA,71,-1.40227979035003,NA,NA,-0.0618944775771156,2,0.331669013100927
"Arapeí","Bananal","3503158","3504909",2,NA,NA,141,-0.615186065829541,NA,NA,0.585692648244925,2,0.465023495515133
"Severínia","Cajobi","3551900","3509304",9,NA,NA,88,1.72198036311379,NA,NA,0.140221394556165,2,0.640857745286639
"Embaúba","Cajobi","3514957","3509304",2,NA,NA,40,-0.615186065829541,NA,NA,-0.598810601851983,2,0.354923177526707
"Bofete","Pardinho","3506904","3536109",5,NA,NA,56,0.730359543590107,NA,NA,-0.284648704787423,2,0.509194028380632
"Botucatu","Pardinho","3507506","3536109",4,NA,NA,50,0.37643475369414,NA,NA,-0.390703522234385,2,0.466438636166635
"Corumbataí","Leme","3512704","3526704",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"São Paulo","São Caetano do Sul","3550308","3548807",1,NA,106644.424270292,NA,-1.40227979035003,NA,0.978819309090714,NA,2,0.428404010525115
"Santo André","São Caetano do Sul","3547809","3548807",1,NA,99830.551838099,NA,-1.40227979035003,NA,0.943577276815626,NA,2,0.425128241581697
"Serra Azul","São Simão","3551405","3550902",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Cravinhos","São Simão","3513108","3550902",7,NA,NA,84,1.28881142848927,NA,NA,0.0963741035489583,2,0.596518788746507
"Bofete","Anhembi","3506904","3502309",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"Conchas","Anhembi","3512308","3502309",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Piracicaba","Anhembi","3538709","3502309",5,NA,NA,38,0.730359543590107,NA,NA,-0.646496065902024,2,0.475560089834046
"Botucatu","Anhembi","3507506","3502309",6,NA,NA,38,1.02959868968757,NA,NA,-0.646496065902024,2,0.503374555634136
"São José da Bela Vista","Ribeirão Corrente","3549508","3543105",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Franca","Ribeirão Corrente","3516200","3543105",5,NA,NA,98,0.730359543590107,NA,NA,0.241754517419501,2,0.558123537143375
"Severínia","Olímpia","3551900","3533908",7,NA,NA,163,1.28881142848927,NA,NA,0.723035708583762,2,0.654767376903462
"Altair","Olímpia","3500907","3533908",2,NA,NA,24,-0.615186065829541,NA,NA,-1.07050869166405,2,0.31107854503744
"Guapiaçu","Olímpia","3517505","3533908",6,NA,NA,41,1.02959868968757,NA,NA,-0.57583333198876,2,0.509942700950027
"Cajobi","Olímpia","3509304","3533908",3,NA,NA,88,-0.0567341809303825,NA,NA,0.140221394556165,2,0.475525115854107
"Palmares Paulista","Paraíso","3535101","3535705",4,NA,NA,48,0.37643475369414,NA,NA,-0.428849031182533,2,0.462892987250367
"Embaúba","Paraíso","3514957","3535705",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Mogi Mirim","Itapira","3530805","3522604",6,NA,NA,214,1.02959868968757,NA,NA,0.981219288399219,2,0.654671715931965
"Nova Aliança","José Bonifácio","3532801","3525706",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Cotia","Osasco","3513009","3534401",5,NA,6117.4001880081,NA,0.730359543590107,NA,-0.546795223609544,NA,2,0.484827345486758
"São Paulo","Osasco","3550308","3534401",14,NA,425192.001439481,NA,2.50907408763428,NA,1.7170355544021,NA,2,0.860584461733216
"Barueri","Osasco","3505708","3534401",5,NA,58867.6240373553,NA,0.730359543590107,NA,0.661654903026118,NA,2,0.597153540627932
"Álvares Machado","Pirapozinho","3501301","3539202",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Capão Bonito","Buri","3510203","3508009",4,NA,NA,40,0.37643475369414,NA,NA,-0.598810601851983,2,0.447094952947812
"Bebedouro","Viradouro","3506102","3556800",5,NA,NA,110,0.730359543590107,NA,NA,0.350845995262481,2,0.568263658244231
"Pitangueiras","Viradouro","3539509","3556800",4,NA,NA,54,0.37643475369414,NA,NA,-0.318706273675791,2,0.473130825453531
"Dois Córregos","Mineiros do Tietê","3514106","3529807",5,NA,NA,162,0.730359543590107,NA,NA,0.717203821544811,2,0.602316847349396
"Ribeirão Bonito","Boa Esperança do Sul","3542909","3506706",2,NA,NA,56,-0.615186065829541,NA,NA,-0.284648704787423,2,0.384124722363182
"Nova Europa","Boa Esperança do Sul","3532900","3506706",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Altair","Icém","3500907","3519808",7,NA,NA,24,1.28881142848927,NA,NA,-1.07050869166405,2,0.488056303060913
"Nova Granada","Icém","3533007","3519808",5,NA,NA,172,0.730359543590107,NA,NA,0.773977169093518,2,0.607593965515065
"Morungaba","Amparo","3532009","3501905",3,NA,NA,126,-0.0567341809303825,NA,NA,0.479242757016283,2,0.507037363548383
"Itapira","Amparo","3522604","3501905",3,NA,NA,28,-0.0567341809303825,NA,NA,-0.92898864969983,2,0.376141373463047
"Potirendaba","Cedral","3540804","3511300",3,NA,NA,36,-0.0567341809303825,NA,NA,-0.696692421616155,2,0.3977334531618
"Guapiaçu","Cedral","3517505","3511300",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Alfredo Marcondes","Presidente Prudente","3500808","3541406",6,NA,NA,134,1.02959868968757,NA,NA,0.537490516309882,2,0.613426849019482
"Álvares Machado","Presidente Prudente","3501301","3541406",17,NA,NA,NA,2.86299887753025,NA,NA,NA,1,1
"Pirapozinho","Presidente Prudente","3539202","3541406",3,13700,NA,606,-0.0567341809303825,0.312439877046325,NA,1.97085908936364,3,0.605738653459826
"Florínea","Cândido Mota","3516101","3510005",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Coronel Macedo","Taquarituba","3512605","3553807",4,NA,NA,126,0.37643475369414,NA,NA,0.479242757016283,2,0.547300686963465
"Tejupá","Taquarituba","3554201","3553807",4,NA,NA,35,0.37643475369414,NA,NA,-0.722817632794988,2,0.435568421856818
"Tietê","Mombuca","3554508","3530904",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Rafard","Mombuca","3542107","3530904",1,NA,NA,28,-1.40227979035003,NA,NA,-0.92898864969983,2,0.251072067445597
"Cajati","Barra do Turvo","3509254","3505401",3,NA,NA,12,-0.0567341809303825,NA,NA,-1.69403448278066,2,0.305029884751615
"Cafelândia","Pongaí","3508801","3540101",4,NA,NA,28,0.37643475369414,NA,NA,-0.92898864969983,2,0.416404696878129
"Santa Cruz do Rio Pardo","Ipaussu","3546405","3520905",3,NA,NA,217,-0.0567341809303825,NA,NA,0.994432117257579,2,0.554924536827291
"Chavantes","Ipaussu","3557204","3520905",3,NA,NA,224,-0.0567341809303825,NA,NA,1.02456814209323,2,0.55772569918547
"São José da Bela Vista","Restinga","3549508","3542701",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Franca","Restinga","3516200","3542701",13,NA,NA,NA,2.37514429910722,NA,NA,NA,1,0.909307223577326
"Promissão","Guaiçara","3541604","3517208",10,NA,NA,14,1.90699762577524,NA,NA,-1.55758631744739,2,0.500242926788849
"São Simão","Santa Rita do Passa Quatro","3550902","3547502",4,NA,NA,13,0.37643475369414,NA,NA,-1.6233717488674,2,0.351861353482589
"Leme","Santa Cruz da Conceição","3526704","3546207",8,NA,NA,98,1.5174532681106,NA,NA,0.241754517419501,2,0.631284391154803
"Monte Castelo","São João do Pau d'Alho","3531605","3549300",1,NA,NA,38,-1.40227979035003,NA,NA,-0.646496065902024,2,0.277329929805169
"São Paulo","Mairiporã","3550308","3528502",5,NA,29697.6925178339,NA,0.730359543590107,NA,0.296449460981496,NA,2,0.563207466358464
"Guarulhos","Mairiporã","3518800","3528502",3,NA,4063.988338556,NA,-0.0567341809303825,NA,-0.765046659107575,NA,2,0.391379884032255
"Fartura","Piraju","3515400","3538808",1,NA,NA,91,-1.40227979035003,NA,NA,0.171832374268472,2,0.353394070173187
"Tejupá","Piraju","3554201","3538808",6,NA,NA,28,1.02959868968757,NA,NA,-0.92898864969983,2,0.477116693274564
"Jaguariúna","Santo Antônio de Posse","3524709","3548005",6,NA,NA,146,1.02959868968757,NA,NA,0.618689385696103,2,0.620974334717805
"Mogi Mirim","Santo Antônio de Posse","3530805","3548005",4,NA,NA,41,0.37643475369414,NA,NA,-0.57583333198876,2,0.449230704553592
"Itapira","Santo Antônio de Posse","3522604","3548005",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Amparo","Santo Antônio de Posse","3501905","3548005",3,NA,NA,27,-0.0567341809303825,NA,NA,-0.962448593649524,2,0.373031250744148
"Bofete","Guareí","3506904","3518503",2,NA,NA,19,-0.615186065829541,NA,NA,-1.28327842389028,2,0.291301465342214
"Quadra","Guareí","3541653","3518503",3,NA,NA,24,-0.0567341809303825,NA,NA,-1.07050869166405,2,0.362986997043462
"Igaraçu do Tietê","São Manuel","3520004","3550100",4,NA,NA,63,0.37643475369414,NA,NA,-0.174201845680771,2,0.486562602421375
"Botucatu","São Manuel","3507506","3550100",7,NA,NA,466,1.28881142848927,NA,NA,1.72084906585726,2,0.747514752581768
"Areiópolis","São Manuel","3503604","3550100",4,NA,NA,245,0.37643475369414,NA,NA,1.10965097024452,2,0.605897524695457
"Monte Castelo","Nova Guataporanga","3531605","3533106",1,NA,NA,38,-1.40227979035003,NA,NA,-0.646496065902024,2,0.277329929805169
"São João do Pau d'Alho","Nova Guataporanga","3549300","3533106",2,NA,NA,38,-0.615186065829541,NA,NA,-0.646496065902024,2,0.350490783816596
"Capão Bonito","Taquarivaí","3510203","3553856",1,NA,NA,89,-1.40227979035003,NA,NA,0.150875254649118,2,0.351446092796153
"Buri","Taquarivaí","3508009","3553856",6,NA,NA,129,1.02959868968757,NA,NA,0.501504715099191,2,0.610081946288282
"São Paulo","Itaquaquecetuba","3550308","3523107",2,NA,149559.192922482,NA,-0.615186065829541,NA,1.15933328990609,NA,2,0.518343751962562
"Arujá","Itaquaquecetuba","3503901","3523107",6,NA,17149.5810200867,NA,1.02959868968757,NA,0.00337408220866865,NA,2,0.563780392386648
"Guarulhos","Itaquaquecetuba","3518800","3523107",2,NA,26925.9524984727,NA,-0.615186065829541,NA,0.244153591407805,NA,2,0.433277226553729
"Ribeirão Pires","Suzano","3543303","3552502",6,NA,6007.9111583982,NA,1.02959868968757,NA,-0.556433485601415,NA,2,0.511745928806091
"Itaquaquecetuba","Suzano","3523107","3552502",2,NA,37534.43030408,NA,-0.615186065829541,NA,0.421447980563653,NA,2,0.449756850921181
"Santa Rita do Passa Quatro","Descalvado","3547502","3513702",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Serra Azul","Santa Cruz da Esperança","3551405","3546256",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"São João das Duas Pontes","Fernandópolis","3549201","3515509",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Guarani d'Oeste","Fernandópolis","3518008","3515509",3,NA,NA,28,-0.0567341809303825,NA,NA,-0.92898864969983,2,0.376141373463047
"Mairiporã","Atibaia","3528502","3504107",4,NA,NA,274,0.37643475369414,NA,NA,1.21590976898619,2,0.615774346502039
"Nova Luzitânia","Lourdes","3533304","3527256",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Nova Castilho","Santo Antônio do Aracanguá","3532868","3548054",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"Nova Luzitânia","Santo Antônio do Aracanguá","3533304","3548054",2,NA,NA,12,-0.615186065829541,NA,NA,-1.69403448278066,2,0.253121432745593
"Lourdes","Santo Antônio do Aracanguá","3527256","3548054",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Pompéia","Marília","3540002","3529005",1,NA,NA,256,-1.40227979035003,NA,NA,1.15136185955487,2,0.444441948513959
"Potirendaba","Urupês","3540804","3556008",1,NA,NA,13,-1.40227979035003,NA,NA,-1.6233717488674,2,0.186528724050057
"Marapoama","Urupês","3528858","3556008",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Nova Odessa","Santa Bárbara d'Oeste","3533403","3545803",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Piracicaba","Santa Bárbara d'Oeste","3538709","3545803",4,NA,NA,292,0.37643475369414,NA,NA,1.27636377948003,2,0.621393584590668
"Sumaré","Santa Bárbara d'Oeste","3552403","3545803",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Paranapuã","Dolcinópolis","3535903","3514205",4,NA,NA,38,0.37643475369414,NA,NA,-0.646496065902024,2,0.442662559237701
"Santa Clara d'Oeste","Rubinéia","3546108","3544509",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Quintana","Herculândia","3542008","3519006",5,NA,NA,232,0.730359543590107,NA,NA,1.05788194295758,2,0.633983091824603
"Pompéia","Herculândia","3540002","3519006",4,NA,NA,232,0.37643475369414,NA,NA,1.05788194295758,2,0.601085561228258
"Fartura","Sarutaiá","3515400","3551207",3,NA,NA,77,-0.0567341809303825,NA,NA,0.0144270893158487,2,0.46383245649926
"Piraju","Sarutaiá","3538808","3551207",4,NA,NA,98,0.37643475369414,NA,NA,0.241754517419501,2,0.52522600654703
"Sumaré","Hortolândia","3552403","3519071",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Aparecida d'Oeste","Suzanápolis","3502606","3552551",2,NA,NA,33,-0.615186065829541,NA,NA,-0.777318783895148,2,0.338330730351167
"Pereira Barreto","Suzanápolis","3537404","3552551",1,NA,NA,36,-1.40227979035003,NA,NA,-0.696692421616155,2,0.27266414714435
"Nhandeara","Monte Aprazível","3532603","3531407",5,NA,NA,77,0.730359543590107,NA,NA,0.0144270893158487,2,0.536993310510687
"Jaguariúna","Holambra","3524709","3519055",2,NA,NA,196,-0.615186065829541,NA,NA,0.897849760761229,2,0.49403869437388
"Mogi Mirim","Holambra","3530805","3519055",1,NA,NA,42,-1.40227979035003,NA,NA,-0.55339675426276,2,0.28598356905449
"Rio Claro","Iracemápolis","3543907","3521408",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Piracicaba","Iracemápolis","3538709","3521408",9,NA,NA,70,1.72198036311379,NA,NA,-0.0752305069729479,2,0.620831356277048
"Pereira Barreto","Mirandópolis","3537404","3530102",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Guapiaçu","Uchoa","3517505","3555604",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Catiguá","Uchoa","3511201","3555604",4,NA,NA,36,0.37643475369414,NA,NA,-0.696692421616155,2,0.437996776576882
"Cedral","Uchoa","3511300","3555604",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Buritizal","Igarapava","3508207","3520103",2,NA,NA,40,-0.615186065829541,NA,NA,-0.598810601851983,2,0.354923177526707
"Aramina","Igarapava","3503000","3520103",5,NA,NA,110,0.730359543590107,NA,NA,0.350845995262481,2,0.568263658244231
