"munA","munB","cdA","cdB","tipo","n_fontes","vias","vdm","od","ibge","prox","peso"
"São Pedro do Turvo","Ibirarema","3550506","3519501","proximidade",1,NA,NA,NA,NA,0.0287844153803809,0.20344706138367
"São José do Rio Pardo","Vargem Grande do Sul","3549706","3556404","proximidade",2,NA,NA,NA,77,0.0350525478094473,0.262076185073303
"Araraquara","Trabiju","3503208","3554755","proximidade",1,NA,NA,NA,NA,0.0316457142131617,0.223215369161214
"Santópolis do Aguapeí","Queiroz","3548401","3541802","proximidade",1,NA,NA,NA,NA,0.0309388563995931,0.218336892804658
"Santópolis do Aguapeí","Bilac","3548401","3506409","proximidade",1,NA,NA,NA,NA,0.0382567235864551,0.268681004337117
"Santópolis do Aguapeí","Braúna","3548401","3507704","proximidade",2,NA,NA,NA,42,0.0453602576272031,0.271953347598338
"Queiroz","Braúna","3541802","3507704","proximidade",1,NA,NA,NA,NA,0.0342758009068497,0.24133796350431
"Itatinga","Pratânia","3523503","3541059","proximidade",1,NA,NA,NA,NA,0.0264568535077252,0.187325670898678
"Novo Horizonte","Sabino","3533502","3544608","proximidade",1,NA,NA,NA,NA,0.0329883351938762,0.232472455077763
"Taciba","Tarabai","3552908","3553906","proximidade",1,NA,NA,NA,NA,0.0297803566675876,0.210334109594758
"Itapecerica da Serra","Vargem Grande Paulista","3522208","3556453","proximidade+salto_od",2,NA,NA,798.8511141682,NA,0.0488633467068178,0.268328690600533
"Itapecerica da Serra","Jandira","3522208","3525003","proximidade",1,NA,NA,NA,NA,0.0459007905677334,0.320891736317843
"Narandiba","Tarabai","3532207","3553906","proximidade",2,NA,NA,NA,8,0.0395186576821863,0.185333531782167
"Palmital","Salto Grande","3535309","3545407","proximidade",2,NA,NA,NA,154,0.0367830960361978,0.29729812809667
"Palmital","Tarumã","3535309","3553955","proximidade",1,NA,NA,NA,NA,0.0250836201303642,0.177797090222866
"Cosmópolis","Engenheiro Coelho","3512803","3515152","proximidade",2,NA,NA,NA,281,0.0547521664753348,0.383964431545498
"Floreal","Macaubal","3515905","3528106","proximidade",1,NA,NA,NA,NA,0.0377357289193044,0.265108511177299
"Floreal","Monções","3515905","3531001","proximidade",1,NA,NA,NA,NA,0.0436838849913614,0.305789151853934
"Floreal","Valentim Gentil","3515905","3556107","proximidade",1,NA,NA,NA,NA,0.0354478626535186,0.249399207423043
"Floreal","Sebastianópolis do Sul","3515905","3551306","proximidade",1,NA,NA,NA,NA,0.0394152931005659,0.27661896678798
"Floreal","General Salgado","3515905","3516903","proximidade",2,NA,NA,NA,84,0.0363508681516695,0.27020136572505
"Avaré","Pratânia","3504503","3541059","proximidade",2,NA,NA,NA,70,0.0286340527185937,0.235930139971859
"Vargem Grande do Sul","Santo Antônio do Jardim","3556404","3548104","proximidade",1,NA,NA,NA,NA,0.0268548861314397,0.190085153586234
"Bernardino de Campos","Canitar","3506300","3510153","proximidade",1,NA,NA,NA,NA,0.0324138806623966,0.228513186881445
"Itupeva","Várzea Paulista","3524006","3556503","proximidade",1,NA,NA,NA,NA,0.0381663178852498,0.268061215330226
"Dumont","Pontal","3514601","3540200","proximidade",1,NA,NA,NA,NA,0.0329042704893238,0.231893200013825
"Ibirá","Tabapuã","3519402","3552601","proximidade",1,NA,NA,NA,NA,0.0392628663954287,0.275575117741258
"Sales Oliveira","São Joaquim da Barra","3544905","3549409","proximidade",2,NA,NA,NA,55,0.0309205646771332,0.233714068655177
"Alvinlândia","Fernão","3501509","3515657","proximidade",1,NA,NA,NA,NA,0.041150078061329,0.288488353302968
"Adolfo","Barbosa","3500204","3505104","proximidade",1,NA,NA,NA,NA,0.0357425081676086,0.251424294523005
"Adolfo","Sabino","3500204","3544608","proximidade",1,NA,NA,NA,NA,0.0459429226744114,0.32117844961174
"Adolfo","Irapuã","3500204","3521507","proximidade",1,NA,NA,NA,NA,0.0374354074150538,0.26304837274239
"Vargem Grande Paulista","Jandira","3556453","3525003","proximidade",1,NA,NA,NA,NA,0.0689933439366314,0.476332339496664
"Bertioga","Salesópolis","3506359","3545001","proximidade",1,NA,NA,NA,NA,0.036261095248008,0.254987124393972
"Torrinha","Itirapina","3554706","3523602","proximidade",2,NA,NA,NA,42,0.0263878607562403,0.206770807265
"Redenção da Serra","Caraguatatuba","3542305","3510500","proximidade",1,NA,NA,NA,NA,0.0233032415278671,0.165424393065694
"Pilar do Sul","Araçoiaba da Serra","3537909","3502903","proximidade",1,NA,NA,NA,NA,0.0281693045348323,0.199190168068939
"Macaubal","Sebastianópolis do Sul","3528106","3551306","proximidade",2,NA,NA,NA,28,0.0416896501780226,0.242641883185568
"Caiabu","Emilianópolis","3508900","3515129","proximidade",1,NA,NA,NA,NA,0.0326330974318964,0.230024337413124
"Colina","Terra Roxa","3512001","3554409","proximidade",2,NA,NA,NA,40,0.0390619385355584,0.248416099155245
"Araçatuba","Brejo Alegre","3502804","3507753","proximidade",2,NA,NA,NA,14,0.025859234936095,0.16003845093338
"Embu-Guaçu","Peruíbe","3515103","3537602","proximidade",1,NA,NA,NA,NA,0.0197644453492663,0.140767570040324
"Batatais","Patrocínio Paulista","3505906","3536307","proximidade",1,NA,NA,NA,NA,0.0287237001476778,0.203026992999488
"Salto Grande","Canitar","3545407","3510153","proximidade",1,NA,NA,NA,NA,0.0418404138297831,0.293206125792834
"Jambeiro","Caraguatatuba","3524907","3510500","proximidade",1,NA,NA,NA,NA,0.0217774926415236,0.154804098222189
"Jambeiro","Natividade da Serra","3524907","3532306","proximidade",1,NA,NA,NA,NA,0.0271341899779357,0.192020874218138
"Jambeiro","Salesópolis","3524907","3545001","proximidade",1,NA,NA,NA,NA,0.0278232189291829,0.196793952427318
"Franco da Rocha","Várzea Paulista","3516408","3556503","proximidade",1,NA,NA,NA,NA,0.0718537258353567,0.495351989628757
"Santa Gertrudes","Araras","3546702","3503307","proximidade",2,NA,NA,NA,57,0.0402354928863186,0.267221432736257
"Monções","Buritama","3531001","3508108","proximidade",2,NA,NA,NA,20,0.041329759465553,0.227651340176672
"Monções","União Paulista","3531001","3555703","proximidade",1,NA,NA,NA,NA,0.0492899264622346,0.343918329585203
"Turiúba","União Paulista","3555208","3555703","proximidade",1,NA,NA,NA,NA,0.0416277872492145,0.291753363465868
"Turiúba","Brejo Alegre","3555208","3507753","proximidade",1,NA,NA,NA,NA,0.0355131790584093,0.24984817422871
"Caraguatatuba","Salesópolis","3510500","3545001","proximidade",2,NA,NA,NA,28,0.027197698223707,0.192784321144378
"Nuporanga","Guará","3533601","3517703","proximidade",1,NA,NA,NA,NA,0.0398570862408501,0.279643591383803
"Pontal","Terra Roxa","3540200","3554409","proximidade",1,NA,NA,NA,NA,0.0269298272545513,0.190604586146644
"Ribeirão Grande","São Miguel Arcanjo","3543253","3550209","proximidade",1,NA,NA,NA,NA,0.0207993860614053,0.147987437303819
"Cosmorama","Sebastianópolis do Sul","3512902","3551306","proximidade",1,NA,NA,NA,NA,0.0392927617614771,0.275779859350577
"Cosmorama","Palestina","3512902","3535002","proximidade",1,NA,NA,NA,NA,0.0312926508428589,0.22077907175209
"Bady Bassitt","Jaci","3504602","3524501","proximidade",1,NA,NA,NA,NA,0.0664927399162011,0.459663235078539
"Luiziânia","Bilac","3527702","3506409","proximidade",1,NA,NA,NA,NA,0.0330009107285747,0.232559103825869
"Pedrinhas Paulista","Tarumã","3537156","3553955","proximidade",2,NA,NA,NA,45,0.0463915103874711,0.27833761875243
"Mendonça","Jaci","3529500","3524501","proximidade",1,NA,NA,NA,NA,0.0361598965367608,0.254292002626189
"Mendonça","Sabino","3529500","3544608","proximidade",1,NA,NA,NA,NA,0.0325447511566676,0.229415369128099
"Mendonça","Irapuã","3529500","3521507","proximidade",1,NA,NA,NA,NA,0.0506297101844339,0.353000632246079
"Arco-Íris","Braúna","3503356","3507704","proximidade",1,NA,NA,NA,NA,0.039169583173067,0.27493621976116
"Tarabai","Mirante do Paranapanema","3553906","3530201","proximidade",2,NA,NA,NA,27,0.0259290104378994,0.186890092176359
"Bilac","Guararapes","3506409","3518206","proximidade",1,NA,NA,NA,NA,0.0363586598847449,0.255657219873253
"Bilac","Braúna","3506409","3507704","proximidade",1,NA,NA,NA,NA,0.0496609276199576,0.346434481674641
"Valentim Gentil","Álvares Florence","3556107","3501202","proximidade",1,NA,NA,NA,NA,0.0417870795915467,0.292841749673311
"Sabino","Irapuã","3544608","3521507","proximidade",1,NA,NA,NA,NA,0.0342746201328967,0.241329837733996
"Santa Salete","Dirce Reis","3547650","3513850","proximidade",1,NA,NA,NA,NA,0.0431172100434068,0.301923552346391
"Sebastianópolis do Sul","União Paulista","3551306","3555703","proximidade",1,NA,NA,NA,NA,0.0342775941938197,0.241350304407525
"Monte Azul Paulista","Novais","3531506","3533254","proximidade",1,NA,NA,NA,NA,0.0381858069481493,0.268194829906812
"Cotia","São Paulo","3513009","3550308","salto_od",2,NA,84900,68878.0263786323,NA,NA,0.443754674240733
"Cotia","Santana de Parnaíba","3513009","3547304","salto_od",1,NA,NA,2576.2456985204,NA,NA,0.252928775044551
"Cotia","Francisco Morato","3513009","3516309","salto_od",1,NA,NA,610.0301595092,NA,NA,0.182447062524878
"Cotia","Barueri","3513009","3505708","salto_od",1,NA,NA,4228.1478918505,NA,NA,0.277181812745366
"Cotia","Santo André","3513009","3547809","salto_od",1,NA,NA,454.029660111,NA,NA,0.16801197277316
"Cotia","São Bernardo do Campo","3513009","3548708","salto_od",1,NA,NA,1567.3711388718,NA,NA,0.228606965053291
"Cotia","Guarulhos","3513009","3518800","salto_od",1,NA,NA,427.8946105428,NA,NA,0.165115423845985
"Juquitiba","Taboão da Serra","3526209","3552809","salto_od",1,NA,NA,1110.3203981624,NA,NA,0.211737899592635
"Juquitiba","Embu das Artes","3526209","3515004","salto_od",1,NA,NA,632.3000852976,NA,NA,0.184200036564912
"Juquitiba","Mauá","3526209","3529401","salto_od",1,NA,NA,657.5264964228,NA,NA,0.186112761244705
"São Caetano do Sul","Itaquaquecetuba","3548807","3523107","salto_od",1,NA,NA,241.5874365566,NA,NA,0.137210823659338
"São Caetano do Sul","Suzano","3548807","3552502","salto_od",1,NA,NA,917.655444616,NA,NA,0.202414656784495
"São Caetano do Sul","Rio Grande da Serra","3548807","3544103","salto_od",1,NA,NA,1899.2755239632,NA,NA,0.238007004587524
"São Caetano do Sul","Caieiras","3548807","3509007","salto_od",1,NA,NA,802.3251005694,NA,NA,0.195845464387473
"São Caetano do Sul","Carapicuíba","3548807","3510609","salto_od",1,NA,NA,896.780250705,NA,NA,0.201289078753396
"São Caetano do Sul","Santana de Parnaíba","3548807","3547304","salto_od",1,NA,NA,191.0957657779,NA,NA,0.125783154954791
"São Caetano do Sul","Embu das Artes","3548807","3515004","salto_od",1,NA,NA,1308.2266026806,NA,NA,0.219763220965204
"Osasco","Mairiporã","3534401","3528502","salto_od",1,NA,NA,959.0847136124,NA,NA,0.204574672736817
"Osasco","Itaquaquecetuba","3534401","3523107","salto_od",1,NA,NA,889.377689747,NA,NA,0.200883640619541
"Osasco","Suzano","3534401","3552502","salto_od",1,NA,NA,2612.6056065342,NA,NA,0.253614795849662
"Osasco","Rio Grande da Serra","3534401","3544103","salto_od",1,NA,NA,2399.9414266338,NA,NA,0.249458856464987
"Osasco","Mogi das Cruzes","3534401","3530607","salto_od",1,NA,NA,370.2210036645,NA,NA,0.158043717386725
"Osasco","Diadema","3534401","3513801","salto_od",1,NA,NA,898.0086219306,NA,NA,0.201356033080448
"Osasco","Poá","3534401","3539806","salto_od",1,NA,NA,301.8972108213,NA,NA,0.148083343402512
"Osasco","São Lourenço da Serra","3534401","3549953","salto_od",1,NA,NA,841.7312795052,NA,NA,0.198190495462636
"Osasco","Pirapora do Bom Jesus","3534401","3539103","salto_od",2,NA,NA,692.4313896848,402,NA,0.303069605774329
"Osasco","Francisco Morato","3534401","3516309","salto_od",1,NA,NA,2669.4953417854,NA,NA,0.25466924486118
"Osasco","Mauá","3534401","3529401","salto_od",1,NA,NA,3103.3795541306,NA,NA,0.26204143393019
"Osasco","Vargem Grande Paulista","3534401","3556453","salto_od",1,NA,NA,544.7126183268,NA,NA,0.176910996654775
"Mairiporã","Itaquaquecetuba","3528502","3523107","salto_od",1,NA,NA,576.1368245077,NA,NA,0.179652584752203
"Mairiporã","Diadema","3528502","3513801","salto_od",1,NA,NA,776.6263738166,NA,NA,0.194253338810629
"Itaquaquecetuba","Taboão da Serra","3523107","3552809","salto_od",1,NA,NA,556.3127084928,NA,NA,0.177940998229247
"Itaquaquecetuba","Embu das Artes","3523107","3515004","salto_od",1,NA,NA,387.3766832338,NA,NA,0.160256018045174
"Itaquaquecetuba","Itapecerica da Serra","3523107","3522208","salto_od",1,NA,NA,969.1842289122,NA,NA,0.205087100519219
"Itaquaquecetuba","Jandira","3523107","3525003","salto_od",1,NA,NA,104.6335893812,NA,NA,0.0964991827968762
"Suzano","Diadema","3552502","3513801","salto_od",1,NA,NA,1602.9635871162,NA,NA,0.229705826856564
"Suzano","Guararema","3552502","3518305","salto_od",1,NA,NA,537.0378144504,NA,NA,0.176217425122768
"Caieiras","Mogi das Cruzes","3509007","3530607","salto_od",1,NA,NA,931.3469145114,NA,NA,0.203139087774837
"Caieiras","Carapicuíba","3509007","3510609","salto_od",1,NA,NA,59.63954659,NA,NA,0.0693202885395287
"Caieiras","Mauá","3509007","3529401","salto_od",1,NA,NA,418.541711904,NA,NA,0.16403575501378
"Mogi das Cruzes","Itapevi","3530607","3522505","salto_od",1,NA,NA,745.2901845858,NA,NA,0.192239186947814
"Mogi das Cruzes","Mauá","3530607","3529401","salto_od",1,NA,NA,444.3035146798,NA,NA,0.166953936888354
"Mogi das Cruzes","Jandira","3530607","3525003","salto_od",1,NA,NA,2648.6466559898,NA,NA,0.254285446001633
"Diadema","Embu das Artes","3513801","3515004","salto_od",1,NA,NA,1041.8831865336,NA,NA,0.208625482936429
"Poá","Taboão da Serra","3539806","3552809","salto_od",1,NA,NA,3343.7116495586,NA,NA,0.265692842370179
"Poá","Salesópolis","3539806","3545001","salto_od",1,NA,NA,877.4549270742,NA,NA,0.200223490456076
"Carapicuíba","Pirapora do Bom Jesus","3510609","3539103","salto_od",1,NA,NA,371.7575152618,NA,NA,0.158245983002177
"Carapicuíba","Francisco Morato","3510609","3516309","salto_od",1,NA,NA,507.9436915616,NA,NA,0.173495199731106
"Carapicuíba","Mauá","3510609","3529401","salto_od",1,NA,NA,446.6968268516,NA,NA,0.167216416008053
"São Lourenço da Serra","Taboão da Serra","3549953","3552809","salto_od",1,NA,NA,95.1551583508,NA,NA,0.091895501860986
"São Lourenço da Serra","Francisco Morato","3549953","3516309","salto_od",1,NA,NA,1101.6070945996,NA,NA,0.21135244991206
"São Paulo","Juquitiba","3550308","3526209","salto_od",2,NA,NA,3780.0274572832,316,NA,0.334363824236085
"São Paulo","Suzano","3550308","3552502","salto_od",1,NA,NA,73250.7462317946,NA,NA,0.416834896905708
"São Paulo","Rio Grande da Serra","3550308","3544103","salto_od",1,NA,NA,6080.3092576874,NA,NA,0.294968093203988
"São Paulo","Mogi das Cruzes","3550308","3530607","salto_od",2,NA,68529,50580.1255846317,NA,NA,0.425240864509053
"São Paulo","Poá","3550308","3539806","salto_od",1,NA,NA,37859.8721363644,NA,NA,0.384516534565959
"São Paulo","Santa Isabel","3550308","3546801","salto_od",2,NA,NA,2616.7199662424,607,NA,0.35312692411186
"São Paulo","São Lourenço da Serra","3550308","3549953","salto_od",2,NA,NA,1803.042914228,162,NA,0.287888926031154
"São Paulo","Guararema","3550308","3518305","salto_od",2,NA,NA,2646.5726409979,77,NA,0.265859076246173
"São Paulo","Itapevi","3550308","3522505","salto_od",1,NA,NA,64176.4678195036,NA,NA,0.410358829295136
"São Paulo","Pirapora do Bom Jesus","3550308","3539103","salto_od",2,NA,NA,2424.5708579652,135,NA,0.287416506397618
"São Paulo","Biritiba Mirim","3550308","3506607","salto_od",1,NA,NA,428.286503649,NA,NA,0.165160147234164
"São Paulo","Francisco Morato","3550308","3516309","salto_od",1,NA,NA,58174.8423807685,NA,NA,0.405551013309541
"São Paulo","Ferraz de Vasconcelos","3550308","3515707","salto_od",1,NA,NA,133986.389416766,NA,NA,0.446404157742026
"São Paulo","Vargem Grande Paulista","3550308","3556453","salto_od",1,NA,NA,6323.9825293726,NA,NA,0.296891927910813
"São Paulo","Franco da Rocha","3550308","3516408","salto_od",1,NA,NA,49320.4752152241,NA,NA,0.397465809776831
"São Paulo","Salesópolis","3550308","3545001","salto_od",1,NA,NA,534.8039866459,NA,NA,0.176013694642196
"São Paulo","Jandira","3550308","3525003","salto_od",1,NA,NA,25803.2846384504,NA,NA,0.365743141583554
"São Paulo","Arujá","3550308","3503901","salto_od",1,NA,NA,25339.8873737168,NA,NA,0.364855767576434
"São Paulo","Barueri","3550308","3505708","salto_od",1,NA,NA,136266.966271796,NA,NA,0.447230627009403
"Santana de Parnaíba","Embu das Artes","3547304","3515004","salto_od",1,NA,NA,1223.4714876933,NA,NA,0.216485898935488
"Santana de Parnaíba","Franco da Rocha","3547304","3516408","salto_od",1,NA,NA,3474.6113374292,NA,NA,0.267572734800285
"Guararema","Mauá","3518305","3529401","salto_od",1,NA,NA,337.6731695352,NA,NA,0.15355027612191
"Ribeirão Pires","Osasco","3543303","3534401","salto_od",1,NA,NA,292.5063539658,NA,NA,0.146541121445537
"Ribeirão Pires","São Paulo","3543303","3550308","salto_od",1,NA,NA,24685.6635804495,NA,NA,0.363574948323703
"Itapevi","Mauá","3522505","3529401","salto_od",1,NA,NA,503.612928988,NA,NA,0.173076729084891
"Itapevi","Embu-Guaçu","3522505","3515103","salto_od",1,NA,NA,42.1416218934,NA,NA,0.0526485513458608
"Pirapora do Bom Jesus","Franco da Rocha","3539103","3516408","salto_od",1,NA,NA,74.8432339916,NA,NA,0.0802755616570683
"Taboão da Serra","Vargem Grande Paulista","3552809","3556453","salto_od",1,NA,NA,7007.169158914,NA,NA,0.301914579451014
"Francisco Morato","Mauá","3516309","3529401","salto_od",1,NA,NA,562.9425981146,NA,NA,0.17852009726864
"Ferraz de Vasconcelos","Barueri","3515707","3505708","salto_od",1,NA,NA,3388.5164919864,NA,NA,0.26634445506069
"Ferraz de Vasconcelos","Santo André","3515707","3547809","salto_od",1,NA,NA,333.944760767,NA,NA,0.153008199954951
"Ferraz de Vasconcelos","São Bernardo do Campo","3515707","3548708","salto_od",1,NA,NA,1217.1555236428,NA,NA,0.216232660595252
"Mauá","Franco da Rocha","3529401","3516408","salto_od",1,NA,NA,1194.7694787875,NA,NA,0.215324396714902
"Mauá","Jandira","3529401","3525003","salto_od",1,NA,NA,284.6961463181,NA,NA,0.145220420546088
"Barueri","Itaquaquecetuba","3505708","3523107","salto_od",1,NA,NA,4537.7412475342,NA,NA,0.28064139106553
"Barueri","Suzano","3505708","3552502","salto_od",1,NA,NA,1018.3565985176,NA,NA,0.20750814479306
"Barueri","Mogi das Cruzes","3505708","3530607","salto_od",1,NA,NA,12007.0563284366,NA,NA,0.328284131479637
"Barueri","Diadema","3505708","3513801","salto_od",1,NA,NA,1721.5954302736,NA,NA,0.233199934275202
"Barueri","Guararema","3505708","3518305","salto_od",1,NA,NA,2060.5786471876,NA,NA,0.241996614430464
