"munA","munB","cdA","cdB","tipo","n_fontes","vias","vdm","od","ibge","prox","peso"
"Matão","Dobrada","3529302","3514007","base",2,5,NA,NA,232,NA,0.353042655454815
"Taquaritinga","Dobrada","3553708","3514007","base",2,1,NA,NA,114,NA,0.221495148366278
"Itu","Salto","3523909","3545209","base",2,10,NA,NA,1225,NA,0.479803268490115
"Avanhandava","Penápolis","3504404","3537305","base",2,9,NA,NA,114,NA,0.370107998905874
"Alto Alegre","Penápolis","3501103","3537305","base",2,6,NA,NA,42,NA,0.295233741031393
"Zacarias","Penápolis","3557154","3537305","base",1,1,NA,NA,NA,NA,0.132416970958724
"Quintana","Lutécia","3542008","3527900","base",1,1,NA,NA,NA,NA,0.132416970958724
"Borá","Lutécia","3507209","3527900","base",1,2,NA,NA,NA,NA,0.207296933764083
"Oscar Bressane","Lutécia","3534500","3527900","base",2,4,NA,NA,66,NA,0.283071878779455
"Echaporã","Lutécia","3514700","3527900","base",1,1,NA,NA,NA,NA,0.132416970958724
"Paraguaçu Paulista","Lutécia","3535507","3527900","base",2,4,NA,NA,68,NA,0.284325881937531
"Osvaldo Cruz","Parapuã","3534609","3536000","base",2,5,NA,NA,317,NA,0.366302080134753
"Martinópolis","Parapuã","3529203","3536000","base",2,2,NA,NA,18,NA,0.18217464473441
"Sagres","Parapuã","3544707","3536000","base",1,2,NA,NA,NA,NA,0.207296933764083
"Iacri","Parapuã","3519204","3536000","base",2,4,NA,NA,151,NA,0.317996344156174
"Rinópolis","Parapuã","3543808","3536000","base",2,4,NA,NA,136,NA,0.313566789224491
"Santana de Parnaíba","Pirapora do Bom Jesus","3547304","3539103","base",3,2,NA,3148.8951972515,804,NA,0.315514849836003
"Valinhos","Vinhedo","3556206","3556701","base",1,5,NA,NA,NA,NA,0.33530507567582
"Itatiba","Vinhedo","3523404","3556701","base",1,1,NA,NA,NA,NA,0.132416970958724
"Louveira","Vinhedo","3527306","3556701","base",2,4,NA,NA,570,NA,0.374421534635679
"Altair","Guaraci","3500907","3517901","base",2,8,NA,NA,24,NA,0.295318772373341
"Olímpia","Guaraci","3533908","3517901","base",2,7,NA,NA,52,NA,0.316478027925479
"Icém","Guaraci","3519808","3517901","base",2,1,NA,NA,24,NA,0.156434738612114
"Barretos","Guaraci","3505500","3517901","base",2,1,NA,NA,24,NA,0.156434738612114
"Queluz","Lavrinhas","3541901","3526605","base",2,4,NA,NA,190,NA,0.327733426656583
"Cruzeiro","Lavrinhas","3513405","3526605","base",1,3,NA,NA,NA,NA,0.260425112870461
"Guaíra","Miguelópolis","3517406","3529708","base",2,4,NA,NA,55,NA,0.275426030931432
"Ipuã","Miguelópolis","3521309","3529708","base",1,1,NA,NA,NA,NA,0.132416970958724
"Ituverava","Miguelópolis","3524105","3529708","base",2,5,NA,NA,155,NA,0.335939030717163
"Cotia","Ibiúna","3513009","3519709","base",2,2,NA,NA,363,NA,0.308057837963342
"Juquitiba","Ibiúna","3526209","3519709","base",1,1,NA,NA,NA,NA,0.132416970958724
"Piedade","Ibiúna","3537800","3519709","base",2,6,NA,NA,352,NA,0.384987700033867
"Miracatu","Ibiúna","3529906","3519709","base",1,1,NA,NA,NA,NA,0.132416970958724
"São Roque","Ibiúna","3550605","3519709","base",2,2,NA,NA,294,NA,0.299097290416583
"Piratininga","Cabrália Paulista","3539400","3508306","base",2,1,NA,NA,74,NA,0.203271913294339
"Santa Cruz do Rio Pardo","Cabrália Paulista","3546405","3508306","base",1,1,NA,NA,NA,NA,0.132416970958724
"Piracicaba","São Pedro","3538709","3550407","base",2,3,NA,NA,469,NA,0.345518028253712
"Águas de São Pedro","São Pedro","3500600","3550407","base",1,8,NA,NA,NA,NA,0.410185038481178
"Quintana","Tupã","3542008","3555000","base",2,1,NA,NA,228,NA,0.250860350300055
"Iacri","Tupã","3519204","3555000","base",2,6,NA,NA,204,NA,0.361818433510366
"Herculândia","Tupã","3519006","3555000","base",2,8,NA,NA,222,NA,0.388612467122729
"Queluz","Areias","3541901","3503505","base",2,2,NA,NA,43,NA,0.217975762664563
"Bofete","Angatuba","3506904","3502200","base",1,2,NA,NA,NA,NA,0.207296933764083
"Guareí","Angatuba","3518503","3502200","base",1,3,NA,NA,NA,NA,0.260425112870461
"Paranapanema","Angatuba","3535804","3502200","base",2,2,NA,NA,26,NA,0.197155802672069
"Igaraçu do Tietê","Barra Bonita","3520004","3505302","base",1,2,NA,NA,NA,NA,0.207296933764083
"Mineiros do Tietê","Barra Bonita","3529807","3505302","base",2,2,NA,NA,28,NA,0.200202315088838
"João Ramalho","Quatá","3525607","3541703","base",2,5,NA,NA,106,NA,0.319865218568923
"Borá","Quatá","3507209","3541703","base",1,1,NA,NA,NA,NA,0.132416970958724
"Paraguaçu Paulista","Quatá","3535507","3541703","base",2,9,NA,NA,120,NA,0.37227624751969
"Tupã","Quatá","3555000","3541703","base",2,2,NA,NA,42,NA,0.216995649760259
"Santa Branca","Paraibuna","3546009","3535606","base",2,2,NA,NA,14,NA,0.172096674002319
"Mongaguá","Itanhaém","3531100","3522109","base",2,3,44949,NA,NA,NA,0.334538560180743
"Marapoama","Elisiário","3528858","3514924","base",1,2,NA,NA,NA,NA,0.207296933764083
"Catanduva","Elisiário","3511102","3514924","base",1,2,NA,NA,NA,NA,0.207296933764083
"Salto","Elias Fausto","3545209","3514908","base",1,3,NA,NA,NA,NA,0.260425112870461
"Mogi das Cruzes","Biritiba Mirim","3530607","3506607","base",3,5,NA,5331.3037511994,1393,NA,0.382383042900025
"Guararema","Biritiba Mirim","3518305","3506607","base",2,1,NA,96.3907121532,NA,NA,0.112468844096359
"Itu","Mairinque","3523909","3528403","base",1,9,NA,NA,NA,NA,0.429642672037915
"Alumínio","Mairinque","3501152","3528403","base",1,4,NA,NA,NA,NA,0.301634530126178
"São Roque","Mairinque","3550605","3528403","base",1,7,NA,NA,NA,NA,0.388433254782198
"Fernandópolis","Pedranópolis","3515509","3536901","base",1,8,NA,NA,NA,NA,0.410185038481178
"Parisi","Pedranópolis","3536257","3536901","base",1,2,NA,NA,NA,NA,0.207296933764083
"Meridiano","Pedranópolis","3529609","3536901","base",1,1,NA,NA,NA,NA,0.132416970958724
"Aparecida","Guaratinguetá","3502507","3518404","base",1,5,NA,NA,NA,NA,0.33530507567582
"Lorena","Guaratinguetá","3527207","3518404","base",2,10,NA,NA,721,NA,0.45722963235135
"Pindamonhangaba","Guaratinguetá","3538006","3518404","base",2,2,NA,NA,378,NA,0.309779459514939
"Potim","Guaratinguetá","3540754","3518404","base",1,3,NA,NA,NA,NA,0.260425112870461
"Serra Azul","Serrana","3551405","3551504","base",2,2,NA,NA,42,NA,0.216995649760259
"Cravinhos","Serrana","3513108","3551504","base",1,4,NA,NA,NA,NA,0.301634530126178
"Altinópolis","Serrana","3501004","3551504","base",2,1,NA,NA,3,NA,0.0783062313831957
"Arapeí","São José do Barreiro","3503158","3549607","base",2,2,NA,NA,43,NA,0.217975762664563
"Areias","São José do Barreiro","3503505","3549607","base",2,2,NA,NA,43,NA,0.217975762664563
"Pontes Gestal","Américo de Campos","3540309","3501806","base",2,10,NA,NA,14,NA,0.292070328430009
"Apiaí","Itaoca","3502705","3522158","base",2,1,NA,NA,38,NA,0.175393044198138
"Iepê","Nantes","3519907","3532157","base",2,3,NA,NA,40,NA,0.241529211097723
"Alfredo Marcondes","Santo Expedito","3500808","3548302","base",2,3,NA,NA,110,NA,0.283989927774551
"Presidente Prudente","Santo Expedito","3541406","3548302","base",2,3,NA,NA,105,NA,0.28202492404985
"Presidente Bernardes","Santo Expedito","3541208","3548302","base",1,1,NA,NA,NA,NA,0.132416970958724
"Itaporanga","Itaberá","3522802","3521705","base",2,3,NA,NA,35,NA,0.235984651703512
"Coronel Macedo","Itaberá","3512605","3521705","base",2,6,NA,NA,28,NA,0.278440406359972
"Itapeva","Itaberá","3522406","3521705","base",2,8,NA,NA,140,NA,0.369068977966357
"Santo Antônio do Pinhal","Monteiro Lobato","3548203","3531704","base",1,3,NA,NA,NA,NA,0.260425112870461
"Caçapava","Monteiro Lobato","3508504","3531704","base",1,2,NA,NA,NA,NA,0.207296933764083
"Tremembé","Monteiro Lobato","3554805","3531704","base",1,1,NA,NA,NA,NA,0.132416970958724
"São José dos Campos","Monteiro Lobato","3549904","3531704","base",2,5,NA,NA,108,NA,0.320654741755738
"Joanópolis","Vargem","3525508","3556354","base",2,2,NA,NA,28,NA,0.200202315088838
"Pedra Bela","Vargem","3536802","3556354","base",1,2,NA,NA,NA,NA,0.207296933764083
"Lindóia","Águas de Lindóia","3527009","3500501","base",2,2,NA,NA,463,NA,0.318406183409794
"São Luiz do Paraitinga","Cunha","3550001","3513603","base",1,1,NA,NA,NA,NA,0.132416970958724
"Guaratinguetá","Cunha","3518404","3513603","base",2,5,NA,NA,98,NA,0.316552248824402
"Mirassol","Mirassolândia","3530300","3530409","base",1,1,NA,NA,NA,NA,0.132416970958724
"Nova Granada","Mirassolândia","3533007","3530409","base",1,2,NA,NA,NA,NA,0.207296933764083
"Ipiguá","Mirassolândia","3521150","3530409","base",2,3,NA,NA,111,NA,0.284372289383813
"Bálsamo","Mirassolândia","3504800","3530409","base",1,2,NA,NA,NA,NA,0.207296933764083
"São Paulo","Taboão da Serra","3550308","3552809","base",2,2,NA,193308.132601475,NA,NA,0.335825107267318
"Pongaí","Uru","3540101","3555901","base",2,7,NA,NA,18,NA,0.272742805243468
"Balbinos","Uru","3504701","3555901","base",1,1,NA,NA,NA,NA,0.132416970958724
"Apiaí","Barra do Chapéu","3502705","3505351","base",2,6,NA,NA,38,NA,0.291071116871951
"Itapirapuã Paulista","Barra do Chapéu","3522653","3505351","base",1,4,NA,NA,NA,NA,0.301634530126178
"Jundiaí","Jarinu","3525904","3525201","base",2,1,NA,NA,126,NA,0.225726688335692
"Itatiba","Jarinu","3523404","3525201","base",1,4,NA,NA,NA,NA,0.301634530126178
"Atibaia","Jarinu","3504107","3525201","base",2,9,NA,NA,94,NA,0.361962734566024
"Campo Limpo Paulista","Jarinu","3509601","3525201","base",2,5,18564,NA,NA,NA,0.326761686960785
"Auriflama","Palmeira d'Oeste","3504206","3535200","base",1,1,NA,NA,NA,NA,0.132416970958724
"Marinópolis","Palmeira d'Oeste","3529104","3535200","base",2,5,NA,NA,19,NA,0.248365504436442
"Santana da Ponte Pensa","Palmeira d'Oeste","3547205","3535200","base",1,1,NA,NA,NA,NA,0.132416970958724
"São Francisco","Palmeira d'Oeste","3549003","3535200","base",2,3,NA,NA,40,NA,0.241529211097723
"Três Fronteiras","Palmeira d'Oeste","3554904","3535200","base",1,2,NA,NA,NA,NA,0.207296933764083
"Sud Mennucci","Palmeira d'Oeste","3552304","3535200","base",1,1,NA,NA,NA,NA,0.132416970958724
"Cafelândia","Lins","3508801","3527108","base",2,5,NA,NA,178,NA,0.341802343249774
"Guaiçara","Lins","3517208","3527108","base",2,22,NA,NA,168,NA,0.463429751261982
"Guaimbê","Lins","3517307","3527108","base",2,1,NA,NA,99,NA,0.215536672772592
"Getulina","Lins","3517000","3527108","base",2,3,NA,NA,231,NA,0.315419305882744
"Piraju","Timburi","3538808","3554607","base",2,2,NA,NA,14,NA,0.172096674002319
"Sarutaiá","Timburi","3551207","3554607","base",2,2,NA,NA,14,NA,0.172096674002319
"Irapuru","Flora Rica","3521606","3515806","base",2,4,NA,NA,64,NA,0.281779869794339
"Flórida Paulista","Flora Rica","3516002","3515806","base",1,1,NA,NA,NA,NA,0.132416970958724
"Junqueirópolis","Flora Rica","3526001","3515806","base",2,1,NA,NA,64,NA,0.197171090210612
"Santo Expedito","Flora Rica","3548302","3515806","base",2,2,NA,NA,64,NA,0.234611071613291
"Maracaí","Assis","3528809","3504008","base",2,6,NA,NA,122,NA,0.340040387497892
"Cândido Mota","Assis","3510005","3504008","base",2,7,NA,NA,426,NA,0.405431515842591
"Echaporã","Assis","3514700","3504008","base",2,3,NA,NA,56,NA,0.255575908969823
"Paraguaçu Paulista","Assis","3535507","3504008","base",2,5,NA,NA,123,NA,0.326151575819027
"Lutécia","Assis","3527900","3504008","base",1,2,NA,NA,NA,NA,0.207296933764083
"Coroados","Glicério","3512506","3517109","base",2,6,NA,NA,49,NA,0.301663778366167
"Penápolis","Glicério","3537305","3517109","base",2,4,NA,NA,49,NA,0.27059448527608
"Ribeirão Bonito","Brotas","3542909","3507902","base",1,4,NA,NA,NA,NA,0.301634530126178
"Dois Córregos","Brotas","3514106","3507902","base",1,4,NA,NA,NA,NA,0.301634530126178
"São Pedro","Brotas","3550407","3507902","base",2,3,NA,NA,7,NA,0.171861269419303
"Piratininga","Duartina","3539400","3514502","base",2,3,NA,NA,74,NA,0.267275984250207
"Avaí","Duartina","3504305","3514502","base",1,5,NA,NA,NA,NA,0.33530507567582
"Lucianópolis","Duartina","3527504","3514502","base",2,2,NA,NA,52,NA,0.225909867416421
"Gália","Duartina","3516606","3514502","base",2,3,NA,NA,49,NA,0.249989776648222
"Cabrália Paulista","Duartina","3508306","3514502","base",2,4,NA,NA,52,NA,0.273078665597469
"Santo Antônio do Pinhal","Campos do Jordão","3548203","3509700","base",1,3,NA,NA,NA,NA,0.260425112870461
"Pindamonhangaba","Campos do Jordão","3538006","3509700","base",3,1,23368,NA,70,NA,0.247874748755758
"São Bento do Sapucaí","Campos do Jordão","3548609","3509700","base",2,4,NA,NA,68,NA,0.284325881937531
"Dois Córregos","Santa Maria da Serra","3514106","3547007","base",1,1,NA,NA,NA,NA,0.132416970958724
"Anhembi","Santa Maria da Serra","3502309","3547007","base",1,2,NA,NA,NA,NA,0.207296933764083
"São Pedro","Santa Maria da Serra","3550407","3547007","base",2,2,NA,NA,35,NA,0.209420562150323
"Itapura","Ilha Solteira","3523008","3520442","base",2,4,NA,NA,91,NA,0.296590641415785
"Pereira Barreto","Ilha Solteira","3537404","3520442","base",2,6,NA,NA,298,NA,0.377909572638589
"Rubinéia","Ilha Solteira","3544509","3520442","base",1,2,NA,NA,NA,NA,0.207296933764083
"Suzanápolis","Ilha Solteira","3552551","3520442","base",1,5,NA,NA,NA,NA,0.33530507567582
"Jaguariúna","Paulínia","3524709","3536505","base",1,1,NA,NA,NA,NA,0.132416970958724
"Nova Odessa","Paulínia","3533403","3536505","base",1,1,NA,NA,NA,NA,0.132416970958724
"Sumaré","Paulínia","3552403","3536505","base",1,2,NA,NA,NA,NA,0.207296933764083
"Garça","Álvaro de Carvalho","3516705","3501400","base",2,2,NA,NA,56,NA,0.229011819416634
"Marília","Álvaro de Carvalho","3529005","3501400","base",2,1,NA,NA,28,NA,0.162762333686159
"Júlio Mesquita","Álvaro de Carvalho","3525805","3501400","base",2,5,NA,NA,41,NA,0.279996544228
"Iguape","Ilha Comprida","3520301","3520426","base",1,1,NA,NA,NA,NA,0.132416970958724
"Lucélia","Adamantina","3527405","3500105","base",2,12,NA,NA,269,NA,0.430721144376275
"Valparaíso","Adamantina","3556305","3500105","base",1,1,NA,NA,NA,NA,0.132416970958724
"Flórida Paulista","Adamantina","3516002","3500105","base",2,6,NA,NA,161,NA,0.351782035705666
"Guareí","Torre de Pedra","3518503","3554656","base",2,2,NA,NA,11,NA,0.162583387468099
"Franca","Cristais Paulista","3516200","3513207","base",1,6,NA,NA,NA,NA,0.363773116306351
"Ribeirão Corrente","Cristais Paulista","3543105","3513207","base",1,1,NA,NA,NA,NA,0.132416970958724
"Jeriquara","Cristais Paulista","3525409","3513207","base",2,3,NA,NA,56,NA,0.255575908969823
"Itaporanga","Riversul","3522802","3543501","base",2,6,NA,NA,24,NA,0.272112811285928
"Itaberá","Riversul","3521705","3543501","base",1,3,NA,NA,NA,NA,0.260425112870461
"Martinópolis","Rancharia","3529203","3542206","base",2,10,NA,NA,113,NA,0.378536440924562
"Maracaí","Rancharia","3528809","3542206","base",1,1,NA,NA,NA,NA,0.132416970958724
"João Ramalho","Rancharia","3525607","3542206","base",2,5,NA,NA,106,NA,0.319865218568923
"Iepê","Rancharia","3519907","3542206","base",2,5,NA,NA,42,NA,0.280999720716128
"Paraguaçu Paulista","Rancharia","3535507","3542206","base",2,8,NA,NA,120,NA,0.362547430741322
"Parapuã","Rancharia","3536000","3542206","base",1,1,NA,NA,NA,NA,0.132416970958724
"Piedade","Salto de Pirapora","3537800","3545308","base",1,7,NA,NA,NA,NA,0.388433254782198
"Sarapuí","Salto de Pirapora","3551108","3545308","base",2,1,NA,NA,25,NA,0.158106836596153
"Votorantim","Salto de Pirapora","3557006","3545308","base",2,2,NA,NA,14,NA,0.172096674002319
"Sorocaba","Salto de Pirapora","3552205","3545308","base",2,4,NA,NA,443,NA,0.363696570562887
"Urânia","Jales","3555802","3524808","base",2,5,NA,NA,95,NA,0.315240359664684
"Dolcinópolis","Jales","3514205","3524808","base",2,2,NA,NA,24,NA,0.193874720014794
"Vitória Brasil","Jales","3556958","3524808","base",2,5,NA,NA,24,NA,0.257878790970662
"São Francisco","Jales","3549003","3524808","base",2,3,NA,NA,42,NA,0.243559739313449
"Estrela d'Oeste","Jales","3515202","3524808","base",2,3,NA,NA,131,NA,0.291377026899977
"Dracena","Ouro Verde","3514403","3534807","base",2,5,NA,NA,26,NA,0.261159873627938
"Panorama","Ouro Verde","3535408","3534807","base",2,3,NA,NA,21,NA,0.214988885137514
"Atibaia","Francisco Morato","3504107","3516309","base",1,2,NA,NA,NA,NA,0.207296933764083
"Campo Limpo Paulista","Francisco Morato","3509601","3516309","base",2,1,NA,NA,88,NA,0.210568482661608
"Saltinho","Rio das Pedras","3545159","3544004","base",1,5,NA,NA,NA,NA,0.33530507567582
"Tietê","Rio das Pedras","3554508","3544004","base",1,3,NA,NA,NA,NA,0.260425112870461
"Piracicaba","Rio das Pedras","3538709","3544004","base",2,7,NA,NA,490,NA,0.411385650207857
"Mombuca","Rio das Pedras","3530904","3544004","base",2,4,NA,NA,58,NA,0.277650867902933
"Santa Bárbara d'Oeste","Rio das Pedras","3545803","3544004","base",1,1,NA,NA,NA,NA,0.132416970958724
"Itu","Cabreúva","3523909","3508405","base",2,5,NA,NA,144,NA,0.332821606739405
"Pirapora do Bom Jesus","Cabreúva","3539103","3508405","base",2,2,NA,NA,56,NA,0.229011819416634
"José Bonifácio","Planalto","3525706","3539608","base",2,3,NA,NA,66,NA,0.262467170151597
"Nipoã","Planalto","3532702","3539608","base",1,1,NA,NA,NA,NA,0.132416970958724
"Zacarias","Planalto","3557154","3539608","base",2,2,NA,NA,66,NA,0.235903080598408
"Lucélia","Mariápolis","3527405","3528908","base",1,6,NA,NA,NA,NA,0.363773116306351
"Pracinha","Mariápolis","3540853","3528908","base",1,1,NA,NA,NA,NA,0.132416970958724
"Presidente Prudente","Mariápolis","3541406","3528908","base",2,3,NA,NA,38,NA,0.239397115154006
"Flórida Paulista","Mariápolis","3516002","3528908","base",1,2,NA,NA,NA,NA,0.207296933764083
"Adamantina","Mariápolis","3500105","3528908","base",2,5,NA,NA,64,NA,0.29861514256916
"Marabá Paulista","Piquerobi","3528700","3538303","base",1,3,NA,NA,NA,NA,0.260425112870461
"Santo Anastácio","Piquerobi","3547700","3538303","base",2,6,NA,NA,78,NA,0.321165187266956
"Itu","Araçariguama","3523909","3502754","base",1,1,NA,NA,NA,NA,0.132416970958724
"São Roque","Araçariguama","3550605","3502754","base",2,8,NA,NA,496,NA,0.422779358548493
"Santana de Parnaíba","Araçariguama","3547304","3502754","base",1,3,NA,NA,NA,NA,0.260425112870461
"Pirapora do Bom Jesus","Araçariguama","3539103","3502754","base",2,2,NA,NA,54,NA,0.227489049198784
"Cabreúva","Araçariguama","3508405","3502754","base",1,3,NA,NA,NA,NA,0.260425112870461
"Piracicaba","Charqueada","3538709","3511706","base",2,3,NA,NA,147,NA,0.296254687252805
"Ipeúna","Charqueada","3521101","3511706","base",2,4,NA,NA,28,NA,0.247371113269886
"São Pedro","Charqueada","3550407","3511706","base",2,6,NA,NA,14,NA,0.250334765273453
"Casa Branca","Tambaú","3510807","3553302","base",1,4,NA,NA,NA,NA,0.301634530126178
"Santa Rita do Passa Quatro","Tambaú","3547502","3553302","base",2,6,NA,NA,42,NA,0.295233741031393
"Santa Rosa de Viterbo","Tambaú","3547601","3553302","base",2,4,NA,NA,41,NA,0.263161271453179
"Cruzeiro","Silveiras","3513405","3552007","base",1,3,NA,NA,NA,NA,0.260425112870461
"Cachoeira Paulista","Silveiras","3508603","3552007","base",2,4,NA,NA,42,NA,0.264164447941307
"Lavrinhas","Silveiras","3526605","3552007","base",1,3,NA,NA,NA,NA,0.260425112870461
"Areias","Silveiras","3503505","3552007","base",2,2,NA,NA,42,NA,0.216995649760259
"Cunha","Silveiras","3513603","3552007","base",1,1,NA,NA,NA,NA,0.132416970958724
"Piratininga","Paulistânia","3539400","3536570","base",1,3,NA,NA,NA,NA,0.260425112870461
"Santa Cruz do Rio Pardo","Paulistânia","3546405","3536570","base",2,1,NA,NA,54,NA,0.190049067796105
"Agudos","Paulistânia","3500709","3536570","base",1,3,NA,NA,NA,NA,0.260425112870461
"Cabrália Paulista","Paulistânia","3508306","3536570","base",1,8,NA,NA,NA,NA,0.410185038481178
"Dracena","Tupi Paulista","3514403","3555109","base",2,7,NA,NA,232,NA,0.379606745008005
"Monte Castelo","Tupi Paulista","3531605","3555109","base",2,5,NA,NA,45,NA,0.283874947110366
"Nova Guataporanga","Tupi Paulista","3533106","3555109","base",2,3,NA,NA,38,NA,0.239397115154006
"Junqueirópolis","Tupi Paulista","3526001","3555109","base",2,1,NA,NA,43,NA,0.180535781261884
"Rafard","Capivari","3542107","3510401","base",1,7,NA,NA,NA,NA,0.388433254782198
"Mombuca","Capivari","3530904","3510401","base",2,11,NA,NA,80,NA,0.37200111926603
"Santa Bárbara d'Oeste","Capivari","3545803","3510401","base",2,5,NA,NA,49,NA,0.287429758050901
"Porto Feliz","Capivari","3540606","3510401","base",2,1,NA,NA,42,NA,0.17955566835758
"Elias Fausto","Capivari","3514908","3510401","base",2,6,NA,NA,95,NA,0.32947437997995
"Rio das Pedras","Capivari","3544004","3510401","base",2,1,NA,NA,82,NA,0.207592877593676
"Cotia","Embu das Artes","3513009","3515004","base",2,2,NA,13232.3499161712,NA,NA,0.270169475920896
"Taboão da Serra","Embu das Artes","3552809","3515004","base",2,3,NA,51357.5262214713,NA,NA,0.329936370760416
"Iacri","Bastos","3519204","3505807","base",2,5,NA,NA,90,NA,0.312959974758732
"Parapuã","Bastos","3536000","3505807","base",2,2,NA,NA,90,NA,0.248955903802864
"Rancharia","Bastos","3542206","3505807","base",2,2,NA,NA,35,NA,0.209420562150323
"Atibaia","Bom Jesus dos Perdões","3504107","3507100","base",2,2,NA,NA,345,NA,0.305895699714344
"Nazaré Paulista","Bom Jesus dos Perdões","3532405","3507100","base",2,5,NA,NA,2,NA,0.16748552426349
"Piracaia","Bom Jesus dos Perdões","3538600","3507100","base",1,2,NA,NA,NA,NA,0.207296933764083
"Bofete","Porangaba","3506904","3540507","base",2,7,NA,NA,76,NA,0.332402041897414
"Quadra","Porangaba","3541653","3540507","base",1,4,NA,NA,NA,NA,0.301634530126178
"Conchas","Porangaba","3512308","3540507","base",1,6,NA,NA,NA,NA,0.363773116306351
"Guareí","Porangaba","3518503","3540507","base",2,2,NA,NA,18,NA,0.18217464473441
"Pereiras","Porangaba","3537503","3540507","base",1,8,NA,NA,NA,NA,0.410185038481178
"Torre de Pedra","Porangaba","3554656","3540507","base",2,4,NA,NA,53,NA,0.273875567933356
"Apiaí","Bom Sucesso de Itararé","3502705","3507159","base",1,5,NA,NA,NA,NA,0.33530507567582
"Barra do Chapéu","Bom Sucesso de Itararé","3505351","3507159","base",1,2,NA,NA,NA,NA,0.207296933764083
"Buritizal","Pedregulho","3508207","3537008","base",2,1,NA,NA,34,NA,0.170779570801687
"Igarapava","Pedregulho","3520103","3537008","base",2,2,NA,NA,34,NA,0.208219552204366
"Jeriquara","Pedregulho","3525409","3537008","base",1,3,NA,NA,NA,NA,0.260425112870461
"Cristais Paulista","Pedregulho","3513207","3537008","base",2,3,NA,NA,98,NA,0.279112267421723
"Capão Bonito","Guapiara","3510203","3517604","base",2,6,NA,NA,98,NA,0.330786269139667
"Apiaí","Guapiara","3502705","3517604","base",2,3,NA,NA,56,NA,0.255575908969823
"Itapeva","Guapiara","3522406","3517604","base",2,2,NA,NA,7,NA,0.145297179866114
"Ribeirão Branco","Guapiara","3543006","3517604","base",1,5,NA,NA,NA,NA,0.33530507567582
"Cravinhos","Luís Antônio","3513108","3527603","base",1,4,NA,NA,NA,NA,0.301634530126178
"Guatapará","Luís Antônio","3518859","3527603","base",1,7,NA,NA,NA,NA,0.388433254782198
"São Simão","Luís Antônio","3550902","3527603","base",2,8,NA,NA,70,NA,0.339819305664222
"Santa Rita do Passa Quatro","Luís Antônio","3547502","3527603","base",2,1,NA,NA,14,NA,0.13465669259964
"São Carlos","Luís Antônio","3548906","3527603","base",1,1,NA,NA,NA,NA,0.132416970958724
"São Luiz do Paraitinga","Lagoinha","3550001","3526308","base",2,4,NA,NA,76,NA,0.289002679569404
"Taubaté","Lagoinha","3554102","3526308","base",2,2,NA,NA,80,NA,0.243992977354293
"Guaratinguetá","Lagoinha","3518404","3526308","base",1,1,NA,NA,NA,NA,0.132416970958724
"Cunha","Lagoinha","3513603","3526308","base",1,5,NA,NA,NA,NA,0.33530507567582
"Altinópolis","Santo Antônio da Alegria","3501004","3547908","base",2,6,NA,NA,17,NA,0.258107686341218
"Cássia dos Coqueiros","Santo Antônio da Alegria","3510906","3547908","base",1,1,NA,NA,NA,NA,0.132416970958724
"Santo Antônio do Aracanguá","Guzolândia","3548054","3518909","base",1,2,NA,NA,NA,NA,0.207296933764083
"Auriflama","Guzolândia","3504206","3518909","base",2,5,NA,NA,98,NA,0.316552248824402
"Sud Mennucci","Guzolândia","3552304","3518909","base",1,9,NA,NA,NA,NA,0.429642672037915
"Santa Rita d'Oeste","Santa Fé do Sul","3547403","3546603","base",2,1,NA,NA,14,NA,0.13465669259964
"Santa Clara d'Oeste","Santa Fé do Sul","3546108","3546603","base",1,1,NA,NA,NA,NA,0.132416970958724
"Rubinéia","Santa Fé do Sul","3544509","3546603","base",2,7,NA,NA,65,NA,0.325830130775606
"Três Fronteiras","Santa Fé do Sul","3554904","3546603","base",1,11,NA,NA,NA,NA,0.463313217587557
"Santa Cruz do Rio Pardo","São Pedro do Turvo","3546405","3550506","base",2,4,NA,NA,81,NA,0.291684886805821
"Ourinhos","São Pedro do Turvo","3534708","3550506","base",2,1,NA,NA,81,NA,0.207076107222094
"Ubirajara","São Pedro do Turvo","3555505","3550506","base",1,2,NA,NA,NA,NA,0.207296933764083
"Campos Novos Paulista","São Pedro do Turvo","3509809","3550506","base",1,13,NA,NA,NA,NA,0.491781258218088
"Ribeirão do Sul","São Pedro do Turvo","3543204","3550506","base",1,6,NA,NA,NA,NA,0.363773116306351
"Lupércio","São Pedro do Turvo","3527801","3550506","base",1,1,NA,NA,NA,NA,0.132416970958724
"Divinolândia","São José do Rio Pardo","3513900","3549706","base",2,3,NA,NA,68,NA,0.263721173309672
"São Sebastião da Grama","São José do Rio Pardo","3550803","3549706","base",2,3,NA,NA,58,NA,0.257046159275074
"Casa Branca","São José do Rio Pardo","3510807","3549706","base",2,1,NA,NA,133,NA,0.228014066275967
"Tapiratiba","São José do Rio Pardo","3553609","3549706","base",2,2,NA,NA,172,NA,0.276344732634105
"Itobi","São José do Rio Pardo","3523800","3549706","base",2,4,NA,NA,140,NA,0.314793723788857
"Ribeirão Bonito","Araraquara","3542909","3503208","base",2,2,NA,NA,114,NA,0.258935129768957
"Motuca","Araraquara","3532058","3503208","base",2,6,NA,NA,38,NA,0.291071116871951
"Matão","Araraquara","3529302","3503208","base",2,6,NA,NA,443,NA,0.394765863652974
